id	altmetric_id	authors	journal	type	altmetric_score	date	males	females	unknown	percmales	percfemales	percunknown
56529	41389112	['Stuart Adler', 'Marian L. Waterman', 'Xi He', 'Michael G. Rosenfeld']	Cell	article	3	1988-03-01T00:00:00+00:00	2	1	1	0.5	0.25	0.25
57267	2096648	['Isin Cakir', 'Umut Ozcan']	Cell	article	1.5	None	1	0	1	0.5	0	0.5
59498	882378	['Mitchell, P', 'Petfalski, E', 'Shevchenko, A', 'Mann, M', 'Tollervey, D', 'Philip Mitchell', 'Elisabeth Petfalski', 'Andrej Shevchenko', 'Matthias Mann', 'David Tollervey']	Cell	article	3.5	1997-11-14T00:00:00+00:00	4	1	10	0.266666666666667	0.0666666666666667	0.666666666666667
60623	4155214	['Jefferis GS', 'Potter CJ', 'Chan AM', 'Marin EC', 'Rohlfing T', 'Maurer CR Jr', 'Luo L']	Cell	article	3	2007-03-23T00:00:00+00:00	2	0	5	0.285714285714286	0	0.714285714285714
61115	41518787	['Thomas F Franke', 'Sung-Il Yang', 'Tung O Chan', 'Ketaki Datta', 'Andrius Kazlauskas', 'Deborah K Morrison', 'David R Kaplan', 'Philip N Tsichlis']	Cell	article	6	1995-06-01T00:00:00+00:00	3	1	4	0.375	0.125	0.5
64399	42862334	['Viola Ellison', 'Bruce Stillman']	Cell	article	3	2001-09-01T00:00:00+00:00	1	0	1	0.5	0	0.5
67263	8796290	['Jun Wu', 'Juan\xa0Carlos Izpisua\xa0Belmonte', 'Wu, Jun', 'Izpisua Belmonte, Juan Carlos']	Cell	article	31.55	2016-06-16T00:00:00+00:00	3	0	3	0.5	0	0.5
67963	131272	['Michiel Vermeulen', 'H Christian Eberl', 'Filomena Matarese', 'Hendrik Marks', 'Sergei Denissov', 'Falk Butter', 'Kenneth K Lee', 'Jesper V Olsen', 'Anthony A Hyman', 'Henk G Stunnenberg', 'Matthias Mann', 'H. Christian Eberl', 'Kenneth K. Lee', 'Jesper V. Olsen', 'Anthony A. Hyman', 'Henk G. Stunnenberg']	Cell	article	2	2010-09-17T00:00:00+00:00	5	0	11	0.3125	0	0.6875
69767	4662135	['Shadel, Gerald S', 'Horvath, Tamas L', 'Gerald\xa0S. Shadel', 'Tamas\xa0L. Horvath']	Cell	article	36.1	2015-10-27T22:02:28+00:00	1	0	5	0.166666666666667	0	0.833333333333333
71191	42293670	['Steven McKnight', 'Robert Tjian']	Cell	article	6	1986-09-01T00:00:00+00:00	2	0	0	1	0	0
71532	2644461	['Maria Doitsidou', 'Michal Reichman-Fried', 'Juürg Stebler', 'Marion Köprunner', 'Julia Dörries', 'Dirk Meyer', 'Camila V. Esguerra', 'TinChung Leung', 'Erez Raz', 'Doitsidou, Maria', 'Reichman-Fried, Michal', 'Stebler, Jürg', 'Köprunner, Marion', 'Dörries, Julia', 'Meyer, Dirk', 'Esguerra, Camila V', 'Leung, TinChung', 'Raz, Erez']	Cell	article	10	2002-11-27T00:00:00+00:00	1	4	22	0.037037037037037	0.148148148148148	0.814814814814815
72162	6166345	['Vainio, S', 'Karavanova, I', 'Jowett, A', 'Thesleff, I', 'Seppo Vainio', 'Irina Karavanova', 'Adrian Jowett', 'Irma Thesleff']	Cell	article	3	1993-10-08T00:00:00+00:00	1	2	9	0.0833333333333333	0.166666666666667	0.75
73116	4864293	['Munro, S', 'Pelham, H R', 'Sean Munro', 'Hugh R.B. Pelham']	Cell	article	9	1987-03-13T00:00:00+00:00	2	0	4	0.333333333333333	0	0.666666666666667
76216	41221682	['Maria Torcia', 'Luisa Bracci-Laudiero', 'Maria Lucibello', 'Lucia Nencioni', 'Danilo Labardi', 'Anna Rubartelli', 'Federico Cozzolino', 'Luigi Aloe', 'Enrico Garaci']	Cell	article	6	1996-05-01T00:00:00+00:00	4	4	1	0.444444444444444	0.444444444444444	0.111111111111111
76969	17330251	['Marcel Tijsterman', 'Ronald H.A Plasterk']	Cell	article	6	2004-04-01T00:00:00+00:00	2	0	0	1	0	0
77251	3579318	['Daniel E. Gottschling', 'Virginia A. Zakian']	Cell	article	6	1986-10-01T00:00:00+00:00	1	1	0	0.5	0.5	0
78816	1211500	['Ueli Schibler', 'Alan Gerber', 'Cyril Esnault', 'Gregory Aubert', 'Richard Treisman', 'François Pralong']	Cell	article	6.6	2013-01-01T00:00:00+00:00	5	0	1	0.833333333333333	0	0.166666666666667
79765	3490177	['Catherine Birck', 'Olivier Poch', 'Christophe Romier', 'Marc Ruff', 'Gabrielle Mengus', 'Anne-Claire Lavigne', 'Irwin Davidson', 'Dino Moras']	Cell	article	3	1998-07-01T00:00:00+00:00	4	4	0	0.5	0.5	0
84921	20912673	['Kai Zhang', 'Helen E. Foster', 'Arnaud Rondelet', 'Samuel E. Lacey', 'Nadia Bahi-Buisson', 'Alexander W. Bird', 'Andrew P. Carter', 'Zhang, Kai', 'Foster, Helen E.', 'Rondelet, Arnaud', 'Lacey, Samuel E.', 'Bahi-Buisson, Nadia', 'Bird, Alexander W.', 'Carter, Andrew P.']	Cell	article	64.88	2017-06-08T00:00:00+00:00	6	3	12	0.285714285714286	0.142857142857143	0.571428571428571
87276	524888	['Levinson NM', 'Seeliger MA', 'Cole PA', 'Kuriyan J', 'Nicholas M. Levinson', 'Markus A. Seeliger', 'Philip A. Cole', 'John Kuriyan']	Cell	article	4	2008-11-07T00:00:00+00:00	5	0	3	0.625	0	0.375
88794	3512480	['D P Gearing', 'D Cosman']	Cell	article	3	1991-07-12T00:00:00+00:00	0	0	2	0	0	1
89812	1376568	['Kelsey C. Martin', 'Anne Ephrussi', 'Martin KC', 'Ephrussi A']	Cell	article	20.016	2030-01-01T00:00:00+00:00	1	2	1	0.25	0.5	0.25
