id	altmetric_id	authors	journal	type	doi	altmetric_score	date	1day	2day	3day	4day	5day	6day	1week	1month	3month	6month	1year	alltime	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
10476490	2843527	['Ussar S', 'Tschöp MH', 'Siegfried Ussar', 'Matthias\xa0H. Tschöp']	Cell	article	10.1016/j.cell.2014.09.045	2.35	2014-10-12T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2.35	2014	10	2	0	0	1	0	0	2	male	0.99	male	1	lastfirst	Ussar Siegfried, Tschöp Matthias
10479521	1240771	['John\xa0J. Mekalanos', 'Marek Basler', 'Brian T. Ho', 'John J. Mekalanos', 'Brian\xa0T. Ho']	Cell	article	10.1016/j.cell.2013.01.042	49.48	2013-01-01T00:00:00+00:00	None	None	11.5	None	None	None	None	None	0.5	11.5	13	49.48	2013	1	3	0	0	1	0	0	3	male	0.99	male	0.99	firstlast	Marek Basler, John Mekalanos, Brian Ho
10485333	20758629	['Le Chang', 'Doris Y. Tsao', 'Chang, Le', 'Tsao, Doris Y.', 'Tsao, Doris Y', 'Chang L', 'Tsao DY']	Cell	article	10.1016/j.cell.2017.05.011	1844.5	2017-06-01T00:00:00+00:00	0.25	0.25	22.78	None	None	0.25	0.25	0.25	3.1	3.6	182.19	1844.5	2017	6	1	1	0	0.5	0.5	0	2	male	0.85	female	0.96	firstlast	Le Chang, Doris Tsao
10486691	26704461	['Enge, Martin', 'Arda, H. Efsun', 'Mignardi, Marco', 'Beausang, John', 'Bottino, Rita', 'Kim, Seung K.', 'Quake, Stephen R.', 'Martin Enge', 'H. Efsun Arda', 'Marco Mignardi', 'John Beausang', 'Rita Bottino', 'Seung K. Kim', 'Stephen R. Quake']	Cell	article	10.1016/j.cell.2017.09.004	96.846	2017-09-01T00:00:00+00:00	None	None	2	None	None	None	None	None	None	None	96.846	96.846	2017	9	6	1	0	0.857142857142857	0.142857142857143	0	7	male	0.98	male	0.99	lastfirst	Enge Martin, Arda Efsun, Mignardi Marco, Beausang John, Bottino Rita, Kim Seung, Quake Stephen
10491543	1023762	['Jürg Bähler', 'Samuel Marguerat', 'Alexander Schmidt', 'Sandra Codlin', 'Wei Chen', 'Ruedi Aebersold']	Cell	article	10.1016/j.cell.2012.09.019	10.6	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	10.6	2012	1	4	1	1	0.666666666666667	0.166666666666667	0.166666666666667	6	""		male	0.97	firstlast	Jürg Bähler, Samuel Marguerat, Alexander Schmidt, Sandra Codlin, Wei Chen, Ruedi Aebersold
10509038	996691	['Phillip\xa0D. Zamore']	Cell	article	10.1016/j.cell.2012.09.027	5.1	2012-10-11T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	5.1	2012	10	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Phillip Zamore
10527264	6710479	['Ashley\xa0K. Tehranchi', 'Marsha Myrthil', 'Trevor Martin', 'Brian\xa0L. Hie', 'David Golan', 'Hunter\xa0B. Fraser', 'Tehranchi, Ashley K', 'Myrthil, Marsha', 'Martin, Trevor', 'Hie, Brian L', 'Golan, David', 'Fraser, Hunter B']	Cell	article	10.1016/j.cell.2016.03.041	24.8	2016-04-14T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	24.8	2016	4	4	2	0	0.666666666666667	0.333333333333333	0	6	female	0.61	male	0.96	firstlast	Ashley Tehranchi, Marsha Myrthil, Trevor Martin, Brian Hie, David Golan, Hunter Fraser
10527540	10116717	['Jennifer\xa0C. Chow', 'Constance Ciaudo', 'Melissa\xa0J. Fazzari', 'Nathan Mise', 'Nicolas Servant', 'Jacob\xa0L. Glass', 'Matthew Attreed', 'Philip Avner', 'Anton Wutz', 'Emmanuel Barillot', 'John\xa0M. Greally', 'Olivier Voinnet', 'Edith Heard', 'Jennifer C. Chow', 'Melissa J. Fazzari', 'Jacob L. Glass', 'John M. Greally']	Cell	article	10.1016/j.cell.2016.07.013	10.12	2016-07-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	10.12	2016	7	9	4	0	0.692307692307692	0.307692307692308	0	13	female	0.96	male	0.99	firstlast	Constance Ciaudo, Nathan Mise, Nicolas Servant, Matthew Attreed, Philip Avner, Anton Wutz, Emmanuel Barillot, Olivier Voinnet, Edith Heard, Jennifer Chow, Melissa Fazzari, Jacob Glass, John Greally
10534098	1374150	['Yun\xa0Sok Lee', 'Hidetaka Morinaga', 'Jane\xa0J. Kim', 'William Lagakos', 'Susan Taylor', 'Malik Keshwani', 'Guy Perkins', 'Hui Dong', 'Ayse\xa0G. Kayali', 'Ian\xa0R. Sweet', 'Jerrold Olefsky']	Cell	article	10.1016/j.cell.2013.03.001	12.75	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	12.75	2013	1	5	5	1	0.454545454545455	0.454545454545455	0.0909090909090909	11	female	0.52	male	0.99	firstlast	Yun Sok, Hidetaka Morinaga, Jane Kim, William Lagakos, Susan Taylor, Malik Keshwani, Guy Perkins, Hui Dong, Ayse Kayali, Ian Sweet, Jerrold Olefsky
10538712	970098	['Alexander\xa0Y. Rudensky', 'Robert\xa0M. Samstein', 'Aaron Arvey', 'Steven\xa0Z. Josefowicz', 'Xiao Peng', 'Alex Reynolds', 'Richard Sandstrom', 'Shane Neph', 'Peter Sabo', 'Jeong\xa0M. Kim', 'Will Liao', 'Ming\xa0O. Li', 'Christina Leslie', 'John\xa0A. Stamatoyannopoulos']	Cell	article	10.1016/j.cell.2012.06.053	10.45	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	10.45	2012	1	12	2	0	0.857142857142857	0.142857142857143	0	14	male	0.99	male	0.99	firstlast	Alexander Rudensky, Robert Samstein, Aaron Arvey, Steven Josefowicz, Xiao Peng, Alex Reynolds, Richard Sandstrom, Shane Neph, Peter Sabo, Jeong Kim, Will Liao, Ming Li, Christina Leslie, John Stamatoyannopoulos
10544919	486146	['Mauro Costa-Mattioli', 'Ping\xa0Jun Zhu', 'Wei Huang', 'Djanenkhodja Kalikulov', 'Jong\xa0W. Yoo', 'Andon\xa0N. Placzek', 'Loredana Stoica', 'Hongyi Zhou', 'John\xa0C. Bell', 'Michael\xa0J. Friedlander', 'Krešimir Krnjević', 'Jeffrey\xa0L. Noebels']	Cell	article	10.1016/j.cell.2011.11.029	51.996	2011-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	3	51.996	2011	1	9	1	2	0.75	0.0833333333333333	0.166666666666667	12	male	0.99	male	0.99	firstlast	Mauro Costa-Mattioli, Ping Jun, Wei Huang, Djanenkhodja Kalikulov, Jong Yoo, Andon Placzek, Loredana Stoica, Hongyi Zhou, John Bell, Michael Friedlander, Krešimir Krnjević, Jeffrey Noebels
10548534	2455609	['Manu Ben-Johny', 'Philemon\xa0S. Yang', 'Jacqueline Niu', 'Wanjun Yang', 'Rosy Joshi-Mukherjee', 'David\xa0T. Yue']	Cell	article	10.1016/j.cell.2014.04.035	52.2	2014-06-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	52.2	2014	6	3	3	0	0.5	0.5	0	6	male	0.95	male	0.99	firstlast	Manu Ben-Johny, Philemon Yang, Jacqueline Niu, Wanjun Yang, Rosy Joshi-Mukherjee, David Yue
10556042	3764155	['Odorizzi G']	Cell	article	10.1016/j.cell.2014.09.046	0.25	2014-10-11T23:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.25	2014	10	0	0	1	0	0	1	1	""		""		nofirstname	Odorizzi G
10558114	3368439	['Yancopoulos, G D', 'Blackwell, T K', 'Suh, H', 'Hood, L', 'Alt, F W', 'George D. Yancopoulos', 'T.Keith Blackwell', 'Heikyung Suh', 'Leroy Hood', 'Frederick W. Alt']	Cell	article	10.1016/0092-8674(86)90759-2	6	2017-07-03T13:53:14+00:00	None	None	None	None	None	None	None	None	None	None	None	6	2017	7	3	1	1	0.6	0.2	0.2	5	male	0.98	male	0.79	firstlast	Yancopoulos George, Blackwell T, Suh Heikyung, Hood Leroy, Alt Frederick
10559633	10409625	['Christine E. Cucinotta', 'Karen M. Arndt', 'Cucinotta, Christine E', 'Arndt, Karen M']	Cell	article	10.1016/j.cell.2016.07.039	13.9	2016-08-11T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	13.9	2016	8	0	2	0	0	1	0	2	female	0.99	female	0.95	firstlast	Christine Cucinotta, Karen Arndt
10566678	40669131	['Jang, Cholsoon', 'Chen, Li', 'Rabinowitz, Joshua D.', 'Cholsoon Jang', 'Li Chen', 'Joshua D. Rabinowitz']	Cell	article	10.1016/j.cell.2018.03.055	87.1	2018-05-01T00:00:00+00:00	None	None	87.1	None	None	None	None	None	12.4	87.1	87.1	87.1	2018	5	2	1	0	0.666666666666667	0.333333333333333	0	3	male	0.71	male	0.99	lastfirst	Jang Cholsoon, Chen Li, Rabinowitz Joshua
10571946	3246557	['Call, K M', 'Glaser, T', 'Ito, C Y', 'Buckler, A J', 'Pelletier, J', 'Haber, D A', 'Rose, E A', 'Kral, A', 'Yeger, H', 'Lewis, W H', 'Katherine M. Call', 'Tom Glaser', 'Caryn Y. Ito', 'Alan J. Buckler', 'Jerry Pelletier', 'Daniel A. Haber', 'Elise A. Rose', 'Astrid Kral', 'Herman Yeger', 'William H. Lewis', 'Carol Jones', 'David E. Housman']	Cell	article	10.1016/0092-8674(90)90601-a	17.08	2017-02-03T15:29:51+00:00	None	None	3	None	None	None	None	None	None	None	3	17.08	2017	2	8	4	0	0.666666666666667	0.333333333333333	0	12	female	0.98	male	0.92	lastfirst	Call Katherine, Glaser Tom, Ito Caryn, Buckler Alan, Pelletier Jerry, Haber Daniel, Rose Elise, Kral Astrid, Yeger Herman, Lewis William, Carol Jones, David Housman
10581326	6862406	['Galina\xa0A. Erikson', 'Dale\xa0L. Bodian', 'Manuel Rueda', 'Bhuvan Molparia', 'Erick\xa0R. Scott', 'Ashley\xa0A. Scott-Van\xa0Zeeland', 'Sarah\xa0E. Topol', 'Nathan\xa0E. Wineinger', 'John\xa0E. Niederhuber', 'Eric\xa0J. Topol', 'Ali Torkamani', 'Erikson, Galina A', 'Bodian, Dale L', 'Rueda, Manuel', 'Molparia, Bhuvan', 'Scott, Erick R', 'Scott-Van Zeeland, Ashley A', 'Topol, Sarah E', 'Wineinger, Nathan E', 'Niederhuber, John E', 'Topol, Eric J', 'Torkamani, Ali']	Cell	article	10.1016/j.cell.2016.03.022	516.204	2016-04-21T00:00:00+00:00	None	None	1	None	None	None	None	None	None	0.5	3.75	516.204	2016	4	8	3	0	0.727272727272727	0.272727272727273	0	11	female	0.99	male	0.95	firstlast	Galina Erikson, Dale Bodian, Manuel Rueda, Bhuvan Molparia, Erick Scott, Ashley Scott-Van, Sarah Topol, Nathan Wineinger, John Niederhuber, Eric Topol, Ali Torkamani
10592310	3975933	['Sorrells, Trevor R', 'Johnson, Alexander D']	Cell	article	10.1016/j.cell.2015.04.014	19.3	2015-07-05T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	19.3	2015	7	2	0	0	1	0	0	2	male	0.99	male	0.95	firstlast	Sorrells Trevor, Johnson Alexander
10602390	2857339	['Kavitha Sarma', 'Catherine Cifuentes-Rojas', 'Ayla Ergun', 'Amanda del\xa0Rosario', 'Yesu Jeon', 'Forest White', 'Ruslan Sadreyev', 'Jeannie\xa0T. Lee']	Cell	article	10.1016/j.cell.2014.10.019	11.7	2014-06-11T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	11.7	2014	6	3	5	0	0.375	0.625	0	8	female	1	female	0.98	firstlast	Kavitha Sarma, Catherine Cifuentes-Rojas, Ayla Ergun, Amanda del, Yesu Jeon, Forest White, Ruslan Sadreyev, Jeannie Lee
10604995	3258305	['Sabatini, S', 'Beis, D', 'Wolkenfelt, H', 'Murfett, J', 'Guilfoyle, T', 'Malamy, J', 'Benfey, P', 'Leyser, O', 'Bechtold, N', 'Weisbeek, P', 'Scheres, B', 'Sabrina Sabatini', 'Dimitris Beis', 'Harald Wolkenfelt', 'Jane Murfett', 'Tom Guilfoyle', 'Jocelyn Malamy', 'Philip Benfey', 'Ottoline Leyser', 'Nicole Bechtold', 'Peter Weisbeek', 'Ben Scheres']	Cell	article	10.1016/s0092-8674(00)81535-4	6	2016-02-10T03:11:31+00:00	None	None	None	None	None	None	None	None	None	None	None	6	2016	2	6	5	0	0.545454545454545	0.454545454545455	0	11	female	0.98	male	0.95	lastfirst	Sabatini Sabrina, Beis Dimitris, Wolkenfelt Harald, Murfett Jane, Guilfoyle Tom, Malamy Jocelyn, Benfey Philip, Leyser Ottoline, Bechtold Nicole, Weisbeek Peter, Scheres Ben
10605271	130887	['Philip J Stephens', 'Chris D Greenman', 'Beiyuan Fu', 'Fengtang Yang', 'Graham R Bignell', 'Laura J Mudie', 'Erin D Pleasance', 'King Wai Lau', 'David Beare', 'Lucy A Stebbings', 'Stuart McLaren', 'Meng-Lay Lin', 'David J McBride', 'Ignacio Varela', 'Serena Nik-Zainal', 'Catherine Leroy', 'Mingming Jia', 'Andrew Menzies', 'Adam P Butler', 'Jon W Teague', 'Michael A Quail', 'John Burton', 'Harold Swerdlow', 'Nigel P Carter', 'Laura A Morsberger', 'Christine Iacobuzio-Donahue', 'George A Follows', 'Anthony R Green', 'Adrienne M Flanagan', 'Michael R Stratton', 'P Andrew Futreal', 'Peter J Campbell', 'Stephens PJ', 'Greenman CD', 'Fu B', 'Yang F', 'Bignell GR', 'Mudie LJ', 'Pleasance ED', 'Lau KW', 'Beare D', 'Stebbings LA', 'McLaren S', 'Lin ML', 'McBride DJ', 'Varela I', 'Nik-Zainal S', 'Leroy C', 'Jia M', 'Menzies A', 'Butler AP', 'Teague JW', 'Quail MA', 'Burton J', 'Swerdlow H', 'Carter NP', 'Morsberger LA', 'Iacobuzio-Donahue C', 'Follows GA', 'Green AR', 'Flanagan AM', 'Stratton MR', 'Futreal PA', 'Campbell PJ', 'Philip J. Stephens', 'Chris D. Greenman', 'Graham R. Bignell', 'Laura J. Mudie', 'Erin D. Pleasance', 'Lucy A. Stebbings', 'David J. McBride', 'Adam P. Butler', 'Jon W. Teague', 'Michael A. Quail', 'Nigel P. Carter', 'Laura A. Morsberger', 'George A. Follows', 'Anthony R. Green', 'Adrienne M. Flanagan', 'Michael R. Stratton', 'P. Andrew Futreal', 'Peter J. Campbell']	Cell	article	10.1016/j.cell.2010.11.055	132.306	2011-01-07T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	3	132.306	2011	1	24	5	5	0.705882352941177	0.147058823529412	0.147058823529412	34	male	0.96	""		lastfirst	King Wai, Beiyuan Fu, Fengtang Yang, Lau K, David Beare, Stuart McLaren, Meng-Lay Lin, Ignacio Varela, Serena Nik-Zainal, Catherine Leroy, Mingming Jia, Andrew Menzies, John Burton, Harold Swerdlow, Christine Iacobuzio-Donahue, Futreal P, Philip Stephens, Chris Greenman, Graham Bignell, Laura Mudie, Erin Pleasance, Lucy Stebbings, David McBride, Adam Butler, Jon Teague, Michael Quail, Nigel Carter, Laura Morsberger, George Follows, Anthony Green, Adrienne Flanagan, Michael Stratton, P Andrew, Peter Campbell
10607763	32524601	['Liu, Changliang', 'Kershberg, Lauren', 'Wang, Jiexin', 'Schneeberger, Shirin', 'Kaeser, Pascal S.', 'Changliang Liu', 'Lauren Kershberg', 'Jiexin Wang', 'Shirin Schneeberger', 'Pascal S. Kaeser']	Cell	article	10.1016/j.cell.2018.01.008	114.596	2018-02-01T00:00:00+00:00	None	None	114.596	None	None	None	None	None	None	0.5	114.596	114.596	2018	2	4	1	0	0.8	0.2	0	5	male	0.56	male	0.92	firstlast	Liu Changliang, Kershberg Lauren, Wang Jiexin, Schneeberger Shirin, Kaeser Pascal
10607789	14568607	['April Pawluk', 'Nadia Amrani', 'Yan Zhang', 'Bianca Garcia', 'Yurima Hidalgo-Reyes', 'Jooyoung Lee', 'Alireza Edraki', 'Megha Shah', 'Erik\xa0J. Sontheimer', 'Karen\xa0L. Maxwell', 'Alan\xa0R. Davidson', 'Erik J. Sontheimer', 'Karen L. Maxwell', 'Alan R. Davidson', 'Pawluk, April', 'Amrani, Nadia', 'Zhang, Yan', 'Garcia, Bianca', 'Hidalgo-Reyes, Yurima', 'Lee, Jooyoung', 'Edraki, Alireza', 'Shah, Megha', 'Sontheimer, Erik J', 'Maxwell, Karen L', 'Davidson, Alan R']	Cell	article	10.1016/j.cell.2016.11.017	437.594	2016-12-08T00:00:00+00:00	None	None	0.25	None	None	None	None	None	None	None	17.75	437.594	2016	12	4	7	0	0.363636363636364	0.636363636363636	0	11	female	0.96	male	0.99	firstlast	April Pawluk, Nadia Amrani, Yan Zhang, Bianca Garcia, Yurima Hidalgo-Reyes, Jooyoung Lee, Alireza Edraki, Megha Shah, Erik Sontheimer, Karen Maxwell, Alan Davidson
10618039	172916	['Franck Oury', 'Grzegorz Sumara', 'Olga Sumara', 'Mathieu Ferron', 'Haixin Chang', 'Charles\xa0E. Smith', 'Louis Hermo', 'Susan Suarez', 'Bryan\xa0L. Roth', 'Patricia Ducy', 'Gerard Karsenty', 'Oury F', 'Sumara G', 'Sumara O', 'Ferron M', 'Chang H', 'Smith CE', 'Hermo L', 'Suarez S', 'Roth BL', 'Ducy P', 'Karsenty G']	Cell	article	10.1016/j.cell.2011.02.004	42.29	2011-03-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	42.29	2011	3	8	3	0	0.727272727272727	0.272727272727273	0	11	male	0.99	male	0.98	firstlast	Franck Oury, Grzegorz Sumara, Olga Sumara, Mathieu Ferron, Haixin Chang, Charles Smith, Louis Hermo, Susan Suarez, Bryan Roth, Patricia Ducy, Gerard Karsenty
10619268	29690071	['Topper, Michael J.', 'Vaz, Michelle', 'Chiappinelli, Katherine B.', 'DeStefano Shields, Christina E.', 'Niknafs, Noushin', 'Yen, Ray-Whay Chiu', 'Wenzel, Alyssa', 'Hicks, Jessica', 'Ballew, Matthew', 'Stone, Meredith', 'Tran, Phuoc T.', 'Zahnow, Cynthia A.', 'Hellmann, Matthew D.', 'Anagnostou, Valsamo', 'Strissel, Pamela L.', 'Strick, Reiner', 'Velculescu, Victor E.', 'Baylin, Stephen B.', 'Michael J. Topper', 'Michelle Vaz', 'Katherine B. Chiappinelli', 'Christina E. DeStefano Shields', 'Noushin Niknafs', 'Ray-Whay Chiu Yen', 'Alyssa Wenzel', 'Jessica Hicks', 'Matthew Ballew', 'Meredith Stone', 'Phuoc T. Tran', 'Cynthia A. Zahnow', 'Matthew D. Hellmann', 'Valsamo Anagnostou', 'Pamela L. Strissel', 'Reiner Strick', 'Victor E. Velculescu', 'Stephen B. Baylin']	Cell	article	10.1016/j.cell.2017.10.022	114.65	2017-11-01T00:00:00+00:00	None	None	13.45	None	None	None	None	None	None	3.35	114.65	114.65	2017	11	9	8	1	0.5	0.444444444444444	0.0555555555555556	18	male	0.99	male	0.99	lastfirst	Topper Michael, Vaz Michelle, Chiappinelli Katherine, DeStefano Shields, Niknafs Noushin, Yen Ray-Whay, Wenzel Alyssa, Hicks Jessica, Ballew Matthew, Stone Meredith, Tran Phuoc, Zahnow Cynthia, Hellmann Matthew, Anagnostou Valsamo, Strissel Pamela, Strick Reiner, Velculescu Victor, Baylin Stephen
10620447	2167273	['Robert\xa0C. Brewster', 'Franz\xa0M. Weinert', 'Hernan\xa0G. Garcia', 'Dan Song', 'Mattias Rydenfelt', 'Rob Phillips', 'Brewster RC', 'Weinert FM', 'Garcia HG', 'Song D', 'Rydenfelt M', 'Phillips R']	Cell	article	10.1016/j.cell.2014.02.022	103.856	2014-03-06T00:00:00+00:00	None	None	0.5	None	None	None	None	None	None	0.5	1.5	103.856	2014	3	6	0	0	1	0	0	6	male	0.99	male	0.98	firstlast	Robert Brewster, Franz Weinert, Hernan Garcia, Dan Song, Mattias Rydenfelt, Rob Phillips
10625734	2827396	['Renier N', 'Wu Z', 'Simon DJ', 'Yang J', 'Ariel P', 'Tessier-Lavigne M', 'Nicolas Renier', 'Zhuhao Wu', 'David\xa0J. Simon', 'Jing Yang', 'Pablo Ariel', 'Marc Tessier-Lavigne']	Cell	article	10.1016/j.cell.2014.10.010	132.692	2014-06-11T00:00:00+00:00	None	None	3	None	None	None	None	None	None	3	3	132.692	2014	6	5	1	0	0.833333333333333	0.166666666666667	0	6	male	0.99	female	0.57	firstlast	Renier Nicolas, Wu Zhuhao, Simon David, Yang Jing, Ariel Pablo, Tessier-Lavigne Marc
10650204	1142125	['Hongtao Chen', 'Zhe Xu', 'Constance Mei', 'Danyang Yu', 'Stephen Small']	Cell	article	10.1016/j.cell.2012.03.018	9.434	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	9.434	2012	1	3	2	0	0.6	0.4	0	5	male	0.62	male	0.99	firstlast	Hongtao Chen, Zhe Xu, Constance Mei, Danyang Yu, Stephen Small
10651420	210141	['Song MS', 'Carracedo A', 'Salmena L', 'Song SJ', 'Egia A', 'Malumbres M', 'Pandolfi PP', 'Min Sup Song', 'Arkaitz Carracedo', 'Leonardo Salmena', 'Su Jung Song', 'Ainara Egia', 'Marcos Malumbres', 'Pier Paolo Pandolfi']	Cell	article	10.1016/j.cell.2010.12.020	15.25	2011-01-21T00:00:00+00:00	None	None	3	None	None	None	None	None	None	None	3	15.25	2011	1	4	1	1	0.666666666666667	0.166666666666667	0.166666666666667	6	male	0.99	male	0.98	lastfirst	Carracedo Arkaitz, Salmena Leonardo, Song Song, Egia Ainara, Malumbres Marcos, Pandolfi Pier
10657024	2371781	['Birnbaum ME', 'Mendoza JL', 'Sethi DK', 'Dong S', 'Glanville J', 'Dobbins J', 'Ozkan E', 'Davis MM', 'Wucherpfennig KW', 'Garcia KC', 'Michael E. Birnbaum', 'Juan L. Mendoza', 'Dhruv K. Sethi', 'Shen Dong', 'Jacob Glanville', 'Jessica Dobbins', 'Engin Özkan', 'Mark M. Davis', 'Kai W. Wucherpfennig', 'K. Christopher Garcia', 'Michael\xa0E. Birnbaum', 'Juan\xa0L. Mendoza', 'Dhruv\xa0K. Sethi', 'Mark\xa0M. Davis', 'Kai\xa0W. Wucherpfennig', 'K.\xa0Christopher Garcia']	Cell	article	10.1016/j.cell.2014.03.047	64.446	2014-05-21T23:00:00+00:00	None	None	1	None	None	None	None	None	None	None	8.05	64.446	2014	5	9	1	2	0.75	0.0833333333333333	0.166666666666667	12	male	0.92	""		lastfirst	Sethi Dong, Ozkan E, Shen Dong, Glanville Jacob, Dobbins Jessica, Engin Özkan, Birnbaum Michael, Mendoza Juan, Dhruv Sethi, Davis Mark, Wucherpfennig Kai, Garcia K
10657565	34102056	['Castelle, Cindy J.', 'Banfield, Jillian F.', 'Cindy J. Castelle', 'Jillian F. Banfield']	Cell	article	10.1016/j.cell.2018.02.016	195.18	2018-03-01T00:00:00+00:00	0.5	0.5	195.18	None	None	None	None	None	5.05	19.4	195.18	195.18	2018	3	0	2	0	0	1	0	2	female	0.98	female	0.94	lastfirst	Castelle Cindy, Banfield Jillian
10662674	4037119	['Klein, Allon M', 'Mazutis, Linas', 'Akartuna, Ilke', 'Tallapragada, Naren', 'Veres, Adrian', 'Li, Victor', 'Peshkin, Leonid', 'Weitz, David A', 'Kirschner, Marc W', 'Allon\xa0M. Klein', 'Linas Mazutis', 'Ilke Akartuna', 'Naren Tallapragada', 'Adrian Veres', 'Victor Li', 'Leonid Peshkin', 'David\xa0A. Weitz', 'Marc\xa0W. Kirschner']	Cell	article	10.1016/j.cell.2015.04.044	144.266	2015-05-23T12:33:16+00:00	None	None	3.5	None	None	None	None	None	None	None	16.5	144.266	2015	5	8	1	0	0.888888888888889	0.111111111111111	0	9	male	0.61	male	0.99	lastfirst	Klein Allon, Mazutis Linas, Akartuna Ilke, Tallapragada Naren, Veres Adrian, Li Victor, Peshkin Leonid, Weitz David, Kirschner Marc
10671372	2558193	['Masri S', 'Rigor P', 'Cervantes M', 'Ceglia N', 'Sebastian C', 'Xiao C', 'Roqueta-Rivera M', 'Deng C', 'Osborne TF', 'Mostoslavsky R', 'Baldi P', 'Sassone-Corsi P', 'Selma Masri', 'Paul Rigor', 'Marlene Cervantes', 'Nicholas Ceglia', 'Carlos Sebastian', 'Cuiying Xiao', 'Manuel Roqueta-Rivera', 'Chuxia Deng', 'Timothy\xa0F. Osborne', 'Raul Mostoslavsky', 'Pierre Baldi', 'Paolo Sassone-Corsi']	Cell	article	10.1016/j.cell.2014.06.050	45.458	2014-07-30T23:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	45.458	2014	7	8	4	1	0.615384615384615	0.307692307692308	0.0769230769230769	13	male	0.67	male	0.99	lastfirst	Roqueta-Rivera Mostoslavsky, Masri Selma, Rigor Paul, Cervantes Marlene, Ceglia Nicholas, Sebastian Carlos, Xiao Cuiying, Manuel Roqueta-Rivera, Deng Chuxia, Osborne Timothy, Raul Mostoslavsky, Baldi Pierre, Sassone-Corsi Paolo
10676736	9142256	['Martin\xa0F. Flajnik', 'Flajnik, Martin F']	Cell	article	10.1016/j.cell.2016.06.021	6.6	2016-06-30T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	0.25	6.6	2016	6	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Martin Flajnik
10703393	1461426	['Colleen\xa0J. Winstead', 'Casey\xa0T. Weaver']	Cell	article	10.1016/j.cell.2013.04.026	0.5	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.5	2013	1	1	1	0	0.5	0.5	0	2	female	0.97	male	0.74	firstlast	Colleen Winstead, Casey Weaver
10707437	1240505	['Jeannie\xa0T. Lee', 'Yildirim E', 'Kirby JE', 'Brown DE', 'Mercier FE', 'Sadreyev RI', 'Scadden DT', 'Lee JT', 'Eda Yildirim', 'James\xa0E. Kirby', 'Diane\xa0E. Brown', 'Francois\xa0E. Mercier', 'Ruslan\xa0I. Sadreyev', 'David\xa0T. Scadden']	Cell	article	10.1016/j.cell.2013.01.034	26.45	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	26.45	2013	1	4	3	0	0.571428571428571	0.428571428571429	0	7	female	0.98	male	0.99	lastfirst	Jeannie Lee, Yildirim Eda, Kirby James, Brown Diane, Mercier Francois, Sadreyev Ruslan, Scadden David
