id	altmetric_id	authors	journal	type	doi	altmetric_score	date	1day	2day	3day	4day	5day	6day	1week	1month	3month	6month	1year	alltime	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
1958975	21271923	['Ghoneim, Hazem E.', 'Fan, Yiping', 'Moustaki, Ardiana', 'Abdelsamed, Hossam A.', 'Dash, Pradyot', 'Dogra, Pranay', 'Carter, Robert', 'Awad, Walid', 'Neale, Geoff', 'Thomas, Paul G.', 'Youngblood, Ben', 'Hazem E. Ghoneim', 'Yiping Fan', 'Ardiana Moustaki', 'Hossam A. Abdelsamed', 'Pradyot Dash', 'Pranay Dogra', 'Robert Carter', 'Walid Awad', 'Geoff Neale', 'Paul G. Thomas', 'Ben Youngblood']	Cell	article	10.1016/j.cell.2017.06.007	191.35	2017-06-01T00:00:00+00:00	None	None	7.45	None	None	None	None	None	None	None	191.35	191.35	2017	6	10	1	0	0.909090909090909	0.0909090909090909	0	11	male	0.98	male	0.95	lastfirst	Ghoneim Hazem, Fan Yiping, Moustaki Ardiana, Abdelsamed Hossam, Dash Pradyot, Dogra Pranay, Carter Robert, Awad Walid, Neale Geoff, Thomas Paul, Youngblood Ben
1965777	1801116	['Sarah\xa0R. Wilson', 'Lydia Thé', 'Lyn\xa0M. Batia', 'Katherine Beattie', 'George\xa0E. Katibah', 'Shannan\xa0P. McClain', 'Maurizio Pellegrino', 'Daniel\xa0M. Estandian', 'Diana\xa0M. Bautista', 'Wilson SR', 'Thé L', 'Batia LM', 'Beattie K', 'Katibah GE', 'McClain SP', 'Pellegrino M', 'Estandian DM', 'Bautista DM']	Cell	article	10.1016/j.cell.2013.08.057	81.946	2013-10-03T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	6.5	81.946	2013	10	3	6	0	0.333333333333333	0.666666666666667	0	9	female	0.98	female	0.98	firstlast	Sarah Wilson, Lydia Thé, Lyn Batia, Katherine Beattie, George Katibah, Shannan McClain, Maurizio Pellegrino, Daniel Estandian, Diana Bautista
1975116	7645843	['Pavel Tomancak']	Cell	article	10.1016/j.cell.2016.05.028	1.5	2016-05-19T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	1.5	2016	5	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Pavel Tomancak
1975172	32856521	['Lopez-Garrido, Javier', 'Ojkic, Nikola', 'Khanna, Kanika', 'Wagner, Felix R.', 'Villa, Elizabeth', 'Endres, Robert G.', 'Pogliano, Kit', 'Javier Lopez-Garrido', 'Nikola Ojkic', 'Kanika Khanna', 'Felix R. Wagner', 'Elizabeth Villa', 'Robert G. Endres', 'Kit Pogliano']	Cell	article	10.1016/j.cell.2018.01.027	96.25	2018-02-01T00:00:00+00:00	None	None	96.25	None	None	None	None	None	1	1	96.25	96.25	2018	2	5	2	0	0.714285714285714	0.285714285714286	0	7	male	0.99	male	0.67	lastfirst	Lopez-Garrido Javier, Ojkic Nikola, Khanna Kanika, Wagner Felix, Villa Elizabeth, Endres Robert, Pogliano Kit
1991782	32857085	['Zhao, Peng', 'Wong, Kai in', 'Sun, Xiaoli', 'Reilly, Shannon M.', 'Uhm, Maeran', 'Liao, Zhongji', 'Skorobogatko, Yuliya', 'Saltiel, Alan R.', 'Peng Zhao', 'Kai in Wong', 'Xiaoli Sun', 'Shannon M. Reilly', 'Maeran Uhm', 'Zhongji Liao', 'Yuliya Skorobogatko', 'Alan R. Saltiel']	Cell	article	10.1016/j.cell.2018.01.007	133.936	2018-02-01T00:00:00+00:00	None	None	133.936	None	None	None	None	None	None	None	133.936	133.936	2018	2	4	4	0	0.5	0.5	0	8	male	0.84	male	0.99	lastfirst	Zhao Peng, Wong Kai, Sun Xiaoli, Reilly Shannon, Uhm Maeran, Liao Zhongji, Skorobogatko Yuliya, Saltiel Alan
1991845	36114689	['Gao, P.', 'Ascano, M.', 'Wu, Y.', 'Barchet, W.', 'Gaffney, B.L.', 'Zillinger, T.', 'Serganov, A.A.', 'Liu, Y.', 'Jones, R.A.', 'Hartmann, G.', 'Tuschl, T.', 'Patel, D.J.']	Cell	article	10.2210/pdb4k99/pdb	0.25	2013-01-01T00:00:00+00:00	None	None	0.25	None	None	None	None	None	None	0.25	0.25	0.25	2013	1	0	12	0	0	1	0	12	female	0.72	female	0.72	lastfirst	Gao NA, Ascano NA, Wu NA, Barchet NA, Gaffney NA, Zillinger NA, Serganov NA, Liu NA, Jones NA, Hartmann NA, Tuschl NA, Patel NA
2000368	748959	['Michael\xa0R. Stratton', 'Nik-Zainal S', 'Alexandrov LB', 'Wedge DC', 'Van Loo P', 'Greenman CD', 'Raine K', 'Jones D', 'Hinton J', 'Marshall J', 'Stebbings LA', 'Menzies A', 'Martin S', 'Leung K', 'Chen L', 'Leroy C', 'Ramakrishna M', 'Rance R', 'Lau KW', 'Mudie LJ', 'Varela I', 'McBride DJ', 'Bignell GR', 'Cooke SL', 'Shlien A', 'Gamble J', 'Whitmore I', 'Maddison M', 'Tarpey PS', 'Davies HR', 'Papaemmanuil E', 'Stephens PJ', 'McLaren S', 'Butler AP', 'Teague JW', 'Jönsson G', 'Garber JE', 'Silver D', 'Miron P', 'Fatima A', 'Boyault S', 'Langerød A', 'Tutt A', 'Martens JW', 'Aparicio SA', 'Borg A', 'Salomon AV', 'Thomas G', 'Børresen-Dale AL', 'Richardson AL', 'Neuberger MS', 'Futreal PA', 'Campbell PJ', 'Stratton MR', 'Serena Nik-Zainal', 'Ludmil\xa0B. Alexandrov', 'David\xa0C. Wedge', 'Peter Van\xa0Loo', 'Christopher\xa0D. Greenman', 'Keiran Raine', 'David Jones', 'Jonathan Hinton', 'John Marshall', 'Lucy\xa0A. Stebbings', 'Andrew Menzies', 'Sancha Martin', 'Kenric Leung', 'Lina Chen', 'Catherine Leroy', 'Manasa Ramakrishna', 'Richard Rance', 'King\xa0Wai Lau', 'Laura\xa0J. Mudie', 'Ignacio Varela', 'David\xa0J. McBride', 'Graham\xa0R. Bignell', 'Susanna\xa0L. Cooke', 'Adam Shlien', 'John Gamble', 'Ian Whitmore', 'Mark Maddison', 'Patrick\xa0S. Tarpey', 'Helen\xa0R. Davies', 'Elli Papaemmanuil', 'Philip\xa0J. Stephens', 'Stuart McLaren', 'Adam\xa0P. Butler', 'Jon\xa0W. Teague', 'Göran Jönsson', 'Judy\xa0E. Garber', 'Daniel Silver', 'Penelope Miron', 'Aquila Fatima', 'Sandrine Boyault', 'Anita Langerød', 'Andrew Tutt', 'John\xa0W.M. Martens', 'Samuel\xa0A.J.R. Aparicio', 'Åke Borg', 'Anne\xa0Vincent Salomon', 'Gilles Thomas', 'Anne-Lise Børresen-Dale', 'Andrea\xa0L. Richardson', 'Michael\xa0S. Neuberger', 'P.\xa0Andrew Futreal', 'Peter\xa0J. Campbell']	Cell	article	10.1016/j.cell.2012.04.024	61.396	2012-05-17T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	6	61.396	2012	5	1	0	57	0.0172413793103448	0	0.982758620689655	58	male	0.87	""		unknown	Chen Leroy, Gamble Jönsson, Alexandrov Langerød, Shlien Aparicio, Borg A, Michael Stratton, Nik-Zainal Serena, Ludmil Alexandrov, Wedge David, Van Loo, Greenman Christopher, Raine Keiran, Jones David, Hinton Jonathan, Marshall John, Stebbings Lucy, Menzies Andrew, Martin Sancha, Leung Kenric, Lina Chen, Catherine Leroy, Ramakrishna Manasa, Rance Richard, Lau King, Mudie Laura, Varela Ignacio, McBride David, Bignell Graham, Cooke Susanna, Adam Shlien, John Gamble, Whitmore Ian, Maddison Mark, Tarpey Patrick, Davies Helen, Papaemmanuil Elli, Stephens Philip, McLaren Stuart, Butler Adam, Teague Jon, Göran Jönsson, Garber Judy, Silver Daniel, Miron Penelope, Fatima Aquila, Boyault Sandrine, Anita Langerød, Tutt Andrew, Martens John, Richardson Aparicio, Åke Borg, Salomon Anne, Thomas Gilles, Børresen-Dale Anne-Lise, Andrea Richardson, Michael Neuberger, Futreal P, Campbell Peter
2001940	2310052	['Jimena Pérez-Vargas', 'Thomas Krey', 'Clari Valansi', 'Ori Avinoam', 'Ahmed Haouz', 'Marc Jamin', 'Hadas Raveh-Barak', 'Benjamin Podbilewicz', 'Félix\xa0A. Rey']	Cell	article	10.1016/j.cell.2014.02.020	2.25	2014-04-16T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2.25	2014	4	5	3	1	0.555555555555556	0.333333333333333	0.111111111111111	9	female	0.99	""		firstlast	Jimena Pérez-Vargas, Thomas Krey, Clari Valansi, Ori Avinoam, Ahmed Haouz, Marc Jamin, Hadas Raveh-Barak, Benjamin Podbilewicz, Félix Rey
2002384	760557	['Maurizio Pellecchia']	Cell	article	10.1016/j.cell.2012.05.009	2	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Maurizio Pellecchia
2005139	29012479	['Hillen, Hauke S.', 'Morozov, Yaroslav I.', 'Sarfallah, Azadeh', 'Temiakov, Dmitry', 'Cramer, Patrick', 'Hauke S. Hillen', 'Yaroslav I. Morozov', 'Azadeh Sarfallah', 'Dmitry Temiakov', 'Patrick Cramer']	Cell	article	10.1016/j.cell.2017.10.036	25.28	2017-11-01T00:00:00+00:00	None	None	5.55	None	None	None	None	None	None	3.8	25.28	25.28	2017	11	4	1	0	0.8	0.2	0	5	male	0.98	male	0.99	lastfirst	Hillen Hauke, Morozov Yaroslav, Sarfallah Azadeh, Temiakov Dmitry, Cramer Patrick
2009537	34375467	['Rubio-Cosials, Anna', 'Schulz, Eike C.', 'Lambertsen, Lotte', 'Smyshlyaev, Georgy', 'Rojas-Cordova, Carlos', 'Forslund, Kristoffer', 'Karaca, Ezgi', 'Bebel, Aleksandra', 'Bork, Peer', 'Barabas, Orsolya', 'Anna Rubio-Cosials', 'Eike C. Schulz', 'Lotte Lambertsen', 'Georgy Smyshlyaev', 'Carlos Rojas-Cordova', 'Kristoffer Forslund', 'Ezgi Karaca', 'Aleksandra Bebel', 'Peer Bork', 'Orsolya Barabas']	Cell	article	10.1016/j.cell.2018.02.032	125.43	2018-03-01T00:00:00+00:00	0.5	0.5	125.43	None	None	None	None	None	1.6	21.8	125.43	125.43	2018	3	6	4	0	0.6	0.4	0	10	male	0.98	female	0.99	lastfirst	Rubio-Cosials Anna, Schulz Eike, Lambertsen Lotte, Smyshlyaev Georgy, Rojas-Cordova Carlos, Forslund Kristoffer, Karaca Ezgi, Bebel Aleksandra, Bork Peer, Barabas Orsolya
2012672	403832	['Carl Nathan']	Cell	article	10.1016/j.cell.2011.09.031	0.75	2011-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.75	2011	1	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Carl Nathan
2015057	2517568	['Belcheva A', 'Irrazabal T', 'Robertson SJ', 'Streutker C', 'Maughan H', 'Rubino S', 'Moriyama EH', 'Copeland JK', 'Kumar S', 'Green B', 'Geddes K', 'Pezo RC', 'Navarre WW', 'Milosevic M', 'Wilson BC', 'Girardin SE', 'Wolever TM', 'Edelmann W', 'Guttman DS', 'Philpott DJ', 'Martin A', 'Antoaneta Belcheva', 'Thergiory Irrazabal', 'Susan\xa0J. Robertson', 'Catherine Streutker', 'Heather Maughan', 'Stephen Rubino', 'Eduardo\xa0H. Moriyama', 'Julia\xa0K. Copeland', 'Anu Surendra', 'Sachin Kumar', 'Blerta Green', 'Kaoru Geddes', 'Rossanna\xa0C. Pezo', 'William\xa0W. Navarre', 'Michael Milosevic', 'Brian\xa0C. Wilson', 'Stephen\xa0E. Girardin', 'Thomas\xa0M.S. Wolever', 'Winfried Edelmann', 'David\xa0S. Guttman', 'Dana\xa0J. Philpott', 'Alberto Martin']	Cell	article	10.1016/j.cell.2014.04.051	175.2	2014-07-16T23:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	175.2	2014	7	15	4	3	0.681818181818182	0.181818181818182	0.136363636363636	22	female	0.96	male	0.98	firstlast	Belcheva Antoaneta, Irrazabal Thergiory, Robertson Susan, Streutker Catherine, Maughan Heather, Rubino Stephen, Moriyama Eduardo, Copeland Julia, Anu Surendra, Kumar Sachin, Green Blerta, Geddes Kaoru, Pezo Rossanna, Navarre William, Milosevic Michael, Wilson Brian, Girardin Stephen, Wolever Thomas, Edelmann Winfried, Guttman David, Philpott Dana, Martin Alberto
2020210	30451176	['Lillicrap, David', 'David Lillicrap']	Cell	article	10.1016/j.cell.2017.11.049	40.1	2017-12-01T00:00:00+00:00	None	None	40.1	None	None	None	None	None	None	None	40.1	40.1	2017	12	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Lillicrap David
2023662	25438042	['Michael Walch', 'Farokh Dotiwala', 'Sachin Mulik', 'Jerome Thiery', 'Tomas Kirchhausen', 'Carol Clayberger', 'Alan\xa0M. Krensky', 'Denis Martinvalet', 'Judy Lieberman']	Cell	article	10.1016/j.cell.2015.05.021	0.25	2015-05-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	0.25	0.25	2015	5	6	2	1	0.666666666666667	0.222222222222222	0.111111111111111	9	male	0.99	female	0.95	firstlast	Michael Walch, Farokh Dotiwala, Sachin Mulik, Jerome Thiery, Tomas Kirchhausen, Carol Clayberger, Alan Krensky, Denis Martinvalet, Judy Lieberman
2034927	5060495	['Sheila Chari', 'Steve Mao', 'Chari, Sheila', 'Mao, Steve']	Cell	article	10.1016/j.cell.2016.01.023	23.28	2016-01-28T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	2.5	23.28	2016	1	1	1	0	0.5	0.5	0	2	female	0.99	male	0.99	firstlast	Sheila Chari, Steve Mao
2039614	1536374	['Kirsty\xa0L. Spalding', 'Olaf Bergmann', 'Kanar Alkass', 'Samuel Bernard', 'Mehran Salehpour', 'Hagen\xa0B. Huttner', 'Emil Boström', 'Isabelle Westerlund', 'Céline Vial', 'Bruce\xa0A. Buchholz', 'Göran Possnert', 'Deborah\xa0C. Mash', 'Henrik Druid', 'Jonas Frisén', 'Spalding KL', 'Bergmann O', 'Alkass K', 'Bernard S', 'Salehpour M', 'Huttner HB', 'Boström E', 'Westerlund I', 'Vial C', 'Buchholz BA', 'Possnert G', 'Mash DC', 'Druid H', 'Frisén J', 'Kirsty L. Spalding', 'Hagen B. Huttner', 'Celine Vial', 'Bruce A. Buchholz', 'Deborah C. Mash']	Cell	article	10.1016/j.cell.2013.05.002	805.276	2013-01-01T00:00:00+00:00	None	None	198.88	None	None	None	None	None	None	28.85	232.88	805.276	2013	1	9	5	1	0.6	0.333333333333333	0.0666666666666667	15	male	0.99	female	0.99	firstlast	Olaf Bergmann, Kanar Alkass, Samuel Bernard, Mehran Salehpour, Emil Boström, Isabelle Westerlund, Céline Vial, Göran Possnert, Henrik Druid, Jonas Frisén, Kirsty Spalding, Hagen Huttner, Celine Vial, Bruce Buchholz, Deborah Mash
2042164	568059	['Franziska Michor', 'Haeno H', 'Gonen M', 'Davis MB', 'Herman JM', 'Iacobuzio-Donahue CA', 'Michor F', 'Hiroshi Haeno', 'Mithat Gonen', 'Meghan\xa0B. Davis', 'Joseph\xa0M. Herman', 'Christine\xa0A. Iacobuzio-Donahue']	Cell	article	10.1016/j.cell.2011.11.060	13.6	2012-01-25T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	13.6	2012	1	3	3	0	0.5	0.5	0	6	female	0.97	female	0.99	lastfirst	Franziska Michor, Haeno Hiroshi, Gonen Mithat, Davis Meghan, Herman Joseph, Iacobuzio-Donahue Christine
2058354	18559270	['Noa Liscovitch-Brauer', 'Shahar Alon', 'Hagit T. Porath', 'Boaz Elstein', 'Ron Unger', 'Tamar Ziv', 'Arie Admon', 'Erez Y. Levanon', 'Joshua J.C. Rosenthal', 'Eli Eisenberg', 'Liscovitch-Brauer, Noa', 'Alon, Shahar', 'Porath, Hagit T.', 'Elstein, Boaz', 'Unger, Ron', 'Ziv, Tamar', 'Admon, Arie', 'Levanon, Erez Y.', 'Rosenthal, Joshua J.C.', 'Eisenberg, Eli']	Cell	article	10.1016/j.cell.2017.03.025	743.126	2017-04-06T00:00:00+00:00	0.5	0.5	48.9	None	None	0.5	0.5	0.5	1.5	43.95	79.53	743.126	2017	4	6	3	1	0.6	0.3	0.1	10	female	0.79	female	0.81	firstlast	Noa Liscovitch-Brauer, Shahar Alon, Hagit Porath, Boaz Elstein, Ron Unger, Tamar Ziv, Arie Admon, Erez Levanon, Joshua Rosenthal, Eli Eisenberg
2065376	4603400	['Basaldella, Emanuela', 'Takeoka, Aya', 'Sigrist, Markus', 'Arber, Silvia', 'Emanuela Basaldella', 'Aya Takeoka', 'Markus Sigrist', 'Silvia Arber']	Cell	article	10.1016/j.cell.2015.09.023	4.25	2015-08-10T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	4.25	2015	8	1	3	0	0.25	0.75	0	4	female	0.99	female	0.99	lastfirst	Basaldella Emanuela, Takeoka Aya, Sigrist Markus, Arber Silvia
2067118	17886200	['Prabodh Kapoor', 'Xuetong Shen']	Cell	article	10.1016/j.cell.2016.10.009	None	2016-10-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	None	2016	10	1	0	1	0.5	0	0.5	2	""		male	0.65	firstlast	Prabodh Kapoor, Xuetong Shen
2068568	1746693	['Robert\xa0C. Malenka']	Cell	article	10.1016/j.cell.2013.08.048	1.25	2013-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	1.25	2013	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Robert Malenka
2078854	10128670	['William\xa0E. Salomon', 'Samson\xa0M. Jolly', 'Melissa\xa0J. Moore', 'Phillip\xa0D. Zamore', 'Victor Serebrov', 'William E. Salomon', 'Samson M. Jolly', 'Melissa J. Moore', 'Phillip D. Zamore']	Cell	article	10.1016/j.cell.2016.06.048	2	2016-07-14T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	2	2016	7	4	1	0	0.8	0.2	0	5	male	0.99	male	0.99	firstlast	Victor Serebrov, William Salomon, Samson Jolly, Melissa Moore, Phillip Zamore
2084599	19854621	['Davide F. Robbiani', 'Leonia Bozzacco', 'Jennifer R. Keeffe', 'Ricardo Khouri', 'Priscilla C. Olsen', 'Anna Gazumyan', 'Dennis Schaefer-Babajew', 'Santiago Avila-Rios', 'Lilian Nogueira', 'Roshni Patel', 'Stephanie A. Azzopardi', 'Lion F.K. Uhl', 'Mohsan Saeed', 'Edgar E. Sevilla-Reyes', 'Marianna Agudelo', 'Kai-Hui Yao', 'Jovana Golijanin', 'Harry B. Gristick', 'Yu E. Lee', 'Arlene Hurley', 'Marina Caskey', 'Joy Pai', 'Thiago Oliveira', 'Elsio A. Wunder', 'Gielson Sacramento', 'Nivison Nery', 'Cibele Orge', 'Federico Costa', 'Mitermayer G. Reis', 'Neena M. Thomas', 'Thomas Eisenreich', 'Daniel M. Weinberger', 'Antonio R.P. de Almeida', 'Anthony P. West', 'Charles M. Rice', 'Pamela J. Bjorkman', 'Gustavo Reyes-Teran', 'Albert I. Ko', 'Margaret R. MacDonald', 'Michel C. Nussenzweig', 'Robbiani, Davide F.', 'Bozzacco, Leonia', 'Keeffe, Jennifer R.', 'Khouri, Ricardo', 'Olsen, Priscilla C.', 'Gazumyan, Anna', 'Schaefer-Babajew, Dennis', 'Avila-Rios, Santiago', 'Nogueira, Lilian', 'Patel, Roshni', 'Azzopardi, Stephanie A.', 'Uhl, Lion F.K.', 'Saeed, Mohsan', 'Sevilla-Reyes, Edgar E.', 'Agudelo, Marianna', 'Yao, Kai-Hui', 'Golijanin, Jovana', 'Gristick, Harry B.', 'Lee, Yu E.', 'Hurley, Arlene', 'Caskey, Marina', 'Pai, Joy', 'Oliveira, Thiago', 'Wunder, Elsio A.', 'Sacramento, Gielson', 'Nery, Nivison', 'Orge, Cibele', 'Costa, Federico', 'Reis, Mitermayer G.', 'Thomas, Neena M.', 'Eisenreich, Thomas', 'Weinberger, Daniel M.', 'de Almeida, Antonio R.P.', 'West, Anthony P.', 'Rice, Charles M.', 'Bjorkman, Pamela J.', 'Reyes-Teran, Gustavo', 'Ko, Albert I.', 'MacDonald, Margaret R.', 'Nussenzweig, Michel C.']	Cell	article	10.1016/j.cell.2017.04.024	108.98	2017-05-04T00:00:00+00:00	None	None	1	None	None	None	None	None	None	None	2.75	108.98	2017	5	20	17	3	0.5	0.425	0.075	40	male	0.99	male	0.97	firstlast	Davide Robbiani, Leonia Bozzacco, Jennifer Keeffe, Ricardo Khouri, Priscilla Olsen, Anna Gazumyan, Dennis Schaefer-Babajew, Santiago Avila-Rios, Lilian Nogueira, Roshni Patel, Stephanie Azzopardi, Lion Uhl, Mohsan Saeed, Edgar Sevilla-Reyes, Marianna Agudelo, Kai-Hui Yao, Jovana Golijanin, Harry Gristick, Yu Lee, Arlene Hurley, Marina Caskey, Joy Pai, Thiago Oliveira, Elsio Wunder, Gielson Sacramento, Nivison Nery, Cibele Orge, Federico Costa, Mitermayer Reis, Neena Thomas, Thomas Eisenreich, Daniel Weinberger, Antonio deAlmeida, Anthony West, Charles Rice, Pamela Bjorkman, Gustavo Reyes-Teran, Albert Ko, Margaret MacDonald, Michel Nussenzweig
2086040	40725293	['Dong, N.', 'Zhu, Y.', 'Lu, Q.', 'Hu, L.', 'Zheng, Y.', 'Shao, F.']	Cell	article	10.2210/pdb4fmd/pdb	0.25	2012-01-01T00:00:00+00:00	None	None	0.25	None	None	None	None	None	None	0.25	0.25	0.25	2012	1	1	5	0	0.166666666666667	0.833333333333333	0	6	male	0.92	female	0.72	lastfirst	Dong NA, Zhu NA, Lu NA, Hu NA, Zheng NA, Shao NA
2086096	997093	['Douglas\xa0C. Wallace', 'Mark\xa0S. Sharpley', 'Christine Marciniak', 'Kristin Eckel-Mahan', 'Meagan McManus', 'Marco Crimi', 'Katrina Waymire', 'Chun\xa0Shi Lin', 'Satoru Masubuchi', 'Nicole Friend', 'Maya Koike', 'Dimitra Chalkia', 'Grant MacGregor', 'Paolo Sassone-Corsi', 'Sharpley MS', 'Marciniak C', 'Eckel-Mahan K', 'McManus M', 'Crimi M', 'Waymire K', 'Lin CS', 'Masubuchi S', 'Friend N', 'Koike M', 'Chalkia D', 'Macgregor G', 'Sassone-Corsi P', 'Wallace DC']	Cell	article	10.1016/j.cell.2012.09.004	152.252	2012-01-01T00:00:00+00:00	None	None	0.25	None	None	None	None	None	None	0.25	0.25	152.252	2012	1	7	7	2	0.4375	0.4375	0.125	16	male	0.84	""		firstlast	Chun Shi, Grant MacGregor, Mark Sharpley, Christine Marciniak, Kristin Eckel-Mahan, Meagan McManus, Marco Crimi, Katrina Waymire, Lin C, Satoru Masubuchi, Nicole Friend, Maya Koike, Dimitra Chalkia, Macgregor G, Paolo Sassone-Corsi, Douglas Wallace
2094061	18041408	['Saikat Chowdhury', 'Joshua Carter', 'MaryClare F. Rollins', 'Sarah M. Golden', 'Ryan N. Jackson', 'Connor Hoffmann', 'Lyn’Al Nosaka', 'Joseph Bondy-Denomy', 'Karen L. Maxwell', 'Alan R. Davidson', 'Elizabeth R. Fischer', 'Gabriel C. Lander', 'Blake Wiedenheft', 'Chowdhury, Saikat', 'Carter, Joshua', 'Rollins, MaryClare F.', 'Golden, Sarah M.', 'Jackson, Ryan N.', 'Hoffmann, Connor', 'Nosaka, Lyn’Al', 'Bondy-Denomy, Joseph', 'Maxwell, Karen L.', 'Davidson, Alan R.', 'Fischer, Elizabeth R.', 'Lander, Gabriel C.', 'Wiedenheft, Blake']	Cell	article	10.1016/j.cell.2017.03.012	143.088	2017-03-23T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	7	143.088	2017	3	8	4	1	0.615384615384615	0.307692307692308	0.0769230769230769	13	male	1	male	0.96	firstlast	Saikat Chowdhury, Joshua Carter, MaryClare Rollins, Sarah Golden, Ryan Jackson, Connor Hoffmann, Lyn Al, Joseph Bondy-Denomy, Karen Maxwell, Alan Davidson, Elizabeth Fischer, Gabriel Lander, Blake Wiedenheft
2097004	3914283	['Ticau, Simina', 'Friedman, Larry J', 'Ivica, Nikola A', 'Gelles, Jeff', 'Bell, Stephen P', 'Simina Ticau', 'Larry\xa0J. Friedman', 'Nikola\xa0A. Ivica', 'Jeff Gelles', 'Stephen\xa0P. Bell']	Cell	article	10.1016/j.cell.2015.03.012	3.75	2015-04-22T22:06:25+00:00	None	None	None	None	None	None	None	None	None	None	None	3.75	2015	4	4	1	0	0.8	0.2	0	5	female	0.94	male	0.99	lastfirst	Ticau Simina, Friedman Larry, Ivica Nikola, Gelles Jeff, Bell Stephen
2104246	2720138	['Emanuela Pasciuto', 'Claudia Bagni']	Cell	article	10.1016/j.cell.2014.08.036	6.15	2014-09-25T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	6.15	2014	9	0	2	0	0	1	0	2	female	0.99	female	0.98	firstlast	Emanuela Pasciuto, Claudia Bagni
2104904	33250056	['Murphy, Patrick J.', 'Wu, Shan Fu', 'James, Cody R.', 'Wike, Candice L.', 'Cairns, Bradley R.', 'Patrick J. Murphy', 'Shan Fu Wu', 'Cody R. James', 'Candice L. Wike', 'Bradley R. Cairns']	Cell	article	10.1016/j.cell.2018.01.022	93.85	2018-02-01T00:00:00+00:00	None	None	93.85	None	None	None	None	None	None	5.7	93.85	93.85	2018	2	4	1	0	0.8	0.2	0	5	male	0.99	male	0.83	firstlast	Murphy Patrick, Wu Shan, James Cody, Wike Candice, Cairns Bradley
2106744	694278	['Daniel\xa0J. Lew', 'Howell AS', 'Jin M', 'Wu CF', 'Zyla TR', 'Elston TC', 'Lew DJ', 'Audrey\xa0S. Howell', 'Meng Jin', 'Chi-Fang Wu', 'Trevin\xa0R. Zyla', 'Timothy\xa0C. Elston']	Cell	article	10.1016/j.cell.2012.03.012	1.75	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	1.75	2012	1	4	2	0	0.666666666666667	0.333333333333333	0	6	male	0.99	male	1	firstlast	Daniel Lew, Howell Audrey, Jin Meng, Wu Chi-Fang, Zyla Trevin, Elston Timothy
2111332	567122	['Fiona\xa0M. Watt', 'Kretzschmar K', 'Watt FM', 'Kai Kretzschmar']	Cell	article	10.1016/j.cell.2012.01.002	20.272	2012-01-25T00:00:00+00:00	None	None	7.434	None	None	None	None	None	0.25	7.434	10.434	20.272	2012	1	1	1	0	0.5	0.5	0	2	female	0.97	male	0.93	firstlast	Fiona Watt, Kretzschmar Kai
2114396	738069	['Rune Linding']	Cell	article	10.1016/j.cell.2012.04.014	0.75	2012-01-01T00:00:00+00:00	None	None	None	None	None	None	None	None	None	None	None	0.75	2012	1	1	0	0	1	0	0	1	male	0.97	male	0.97	firstlast	Rune Linding
2114635	33548956	['Burke, Thomas P.', 'Thomas P. Burke']	Cell	article	10.1016/j.cell.2018.02.003	4.2	2018-02-01T00:00:00+00:00	None	None	4.2	None	None	None	None	None	None	None	4.2	4.2	2018	2	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Burke Thomas
