id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors																																																																																								
4244627	37054056	"['Zhenlan Yao', 'Xiaofang Li', 'Jieliang Chen', 'Yunsheng Qiao', 'Fang Shen', 'Bisheng Shi', 'Jia Liu', 'Jiahui Ding', 'Lu Peng', 'Jianhua Li', 'Zhenghong Yuan']"	bioRxiv	article	10.1101/300715	0.75	2018-04-13T00:00:00+00:00	2018	4	7	4	0	0.636363636	0.363636364	0	11	male	0.8	male	0.56	lastfirst	"Zhenlan Yao, Xiaofang Li, Jieliang Chen, Yunsheng Qiao, Fang Shen, Bisheng Shi, Jia Liu, Jiahui Ding, Lu Peng, Jianhua Li, Zhenghong Yuan"																																																																																								
4245140	33744996	"['Michael Beauchamp', 'Muge Ozker']"	bioRxiv	article	10.1101/272823	2.25	2018-02-27T00:00:00+00:00	2018	2	1	1	0	0.5	0.5	0	2	male	0.99	female	0.94	firstlast	"Michael Beauchamp, Muge Ozker"																																																																																								
4246309	14664189	"['William T Adler', 'Wei Ji Ma']"	bioRxiv	article	10.1101/093203	49.6	2016-12-11T00:00:00+00:00	2016	12	2	0	0	1	0	0	2	male	0.99	male	0.79	firstlast	"William Adler, Wei Ji"																																																																																								
4247131	16669045	"['Manuel Razo-Mejia', 'Stephanie L. Barnes', 'Nathan M. Belliveau', 'Griffin Chure', 'Tal Einav', 'Rob Phillips']"	bioRxiv	article	10.1101/111013	10.8	2017-02-22T00:00:00+00:00	2017	2	5	1	0	0.833333333	0.166666667	0	6	male	0.99	male	0.98	firstlast	"Manuel Razo-Mejia, Stephanie Barnes, Nathan Belliveau, Griffin Chure, Tal Einav, Rob Phillips"																																																																																								
4248870	23453383	"['Lori A. Zacharoff', 'Dana Morrone', 'Daniel R. Bond']"	bioRxiv	article	10.1101/172775	7.85	2017-08-04T00:00:00+00:00	2017	8	1	2	0	0.333333333	0.666666667	0	3	female	0.86	male	0.99	firstlast	"Lori Zacharoff, Dana Morrone, Daniel Bond"																																																																																								
4249607	26786337	"['Jing Yan', 'Michael Grantham', 'Jovan Pantelic', 'Paul Jacob Bueno de Mesquita', 'Barbara Albert', 'Fenjie Liu', 'Sheryl Ehrman', 'Donald K. Milton', 'EMIT Consortium']"	bioRxiv	article	10.1101/194985	189.3	2017-09-29T00:00:00+00:00	2017	9	5	2	2	0.555555556	0.222222222	0.222222222	9			male	0.84	firstlast	"Jing Yan, Michael Grantham, Jovan Pantelic, Paul Jacob, Barbara Albert, Fenjie Liu, Sheryl Ehrman, Donald Milton, EIT Consortium"																																																																																								
4250203	42914673	"['Jill A Dembowski', 'Neal A DeLuca']"	bioRxiv	article	10.1101/331272	2.75	2018-05-29T00:00:00+00:00	2018	5	1	1	0	0.5	0.5	0	2	female	0.93	male	0.99	firstlast	"Jill Dembowski, Neal DeLuca"																																																																																								
4250434	8447988	"['Ivo W Kwee', 'Andrea Rinaldi', 'Cassio Polpo de Campos', 'Francesco Bertoni']"	bioRxiv	article	10.1101/056705	3	2016-06-02T00:00:00+00:00	2016	6	4	0	0	1	0	0	4	male	0.98	male	0.99	firstlast	"Ivo Kwee, Andrea Rinaldi, Cassio Polpo, Francesco Bertoni"																																																																																								
4251274	20599956	"['Hany Bashandy', 'Teemu H. Teeri']"	bioRxiv	article	10.1101/142810	17.084	2017-05-26T00:00:00+00:00	2017	5	2	0	0	1	0	0	2	male	0.91	male	1	firstlast	"Hany Bashandy, Teemu Teeri"																																																																																								
4251358	23542429	"['Robyn N. Hall', 'Jackie E. Mahar', 'Andrew J. Read', 'Roslyn Mourant', 'Melissa Piper', 'Nina Huang', 'Tanja Strive']"	bioRxiv	article	10.1101/173930	1.5	2017-08-09T00:00:00+00:00	2017	8	6	1	0	0.857142857	0.142857143	0	7	male	0.89	male	1	lastfirst	"Robyn Hall, Jackie Mahar, Andrew Read, Roslyn Mourant, Melissa Piper, Nina Huang, Tanja Strive"																																																																																								
4251641	29295603	"['Diana I Cruz Dávalos', 'María A Nieves-Colón', 'Alexandra Sockell', 'David G Poznik', 'Hannes Schroeder', 'Anne C Stone', 'Carlos D Bustamante', 'Anna-Sapfo Malaspinas', 'María C Ávila-Arcos']"	bioRxiv	article	10.1101/223214	34.85	2017-11-22T00:00:00+00:00	2017	11	3	6	0	0.333333333	0.666666667	0	9	female	0.98	female	0.99	firstlast	"Diana Cruz, María Nieves-Colón, Alexandra Sockell, David Poznik, Hannes Schroeder, Anne Stone, Carlos Bustamante, Anna-Sapfo Malaspinas, María Ávila-Arcos"																																																																																								
4252664	14664170	"['Travers Ching', 'Xun Zhu', 'Lana Garmire']"	bioRxiv	article	10.1101/093021	15.43	2016-12-11T00:00:00+00:00	2016	12	1	2	0	0.333333333	0.666666667	0	3	female	0.55	female	0.97	firstlast	"Travers Ching, Xun Zhu, Lana Garmire"																																																																																								
4253938	8563755	"['Joe Bathelt', 'Jessica Barnes', 'F Lucy Raymond', 'Kate Baker', 'Duncan E Astle']"	bioRxiv	article	10.1101/057687	5.6	2016-06-07T00:00:00+00:00	2016	6	2	2	1	0.4	0.4	0.2	5	male	0.95	male	0.99	firstlast	"Joe Bathelt, Jessica Barnes, F Lucy, Kate Baker, Duncan Astle"																																																																																								
4255874	41347934	"['Rune Jonassen', 'Catherine J Harmer', 'Eva Hilland', 'Luigi A Maglanoc', 'Brage Kraft', 'Michael Browning', 'Tore C Stiles', 'Vegard O Haaland', 'Torkil Berge', 'Nils Inge Landro']"	bioRxiv	article	10.1101/318279	1.5	2018-05-14T00:00:00+00:00	2018	5	8	2	0	0.8	0.2	0	10	male	0.97	male	0.99	firstlast	"Rune Jonassen, Catherine Harmer, Eva Hilland, Luigi Maglanoc, Brage Kraft, Michael Browning, Tore Stiles, Vegard Haaland, Torkil Berge, Nils Inge"																																																																																								
4257080	27486620	"['K. M. Saravanan', 'Keith Dunker', 'Sankaran Krishnaswamy']"	bioRxiv	article	10.1101/203547	2.5	2017-10-15T00:00:00+00:00	2017	10	1	0	2	0.333333333	0	0.666666667	3					firstlast	"K Saravanan, Keith Dunker, Sankaran Krishnaswamy"																																																																																								
4258997	16030975	"['Jifan Feng', 'Junjun Jing', 'Jingyuan Li', 'Hu Zhao', 'Vasu Punj', 'Tingwei Zhang', 'Jian Xu', 'Yang Chai']"	bioRxiv	article	10.1101/104927	8.434	2017-02-01T00:00:00+00:00	2017	2	7	1	0	0.875	0.125	0	8	male	0.79	male	0.73	lastfirst	"Jifan Feng, Junjun Jing, Jingyuan Li, Hu Zhao, Vasu Punj, Tingwei Zhang, Jian Xu, Yang Chai"																																																																																								
4260267	9426163	"['Peter Cook', 'Ashley Prichard', 'Mark Spivak', 'Gregory S Berns']"	bioRxiv	article	10.1101/062703	162.51	2016-07-07T00:00:00+00:00	2016	7	3	1	0	0.75	0.25	0	4	male	0.99	male	0.99	firstlast	"Peter Cook, Ashley Prichard, Mark Spivak, Gregory Berns"																																																																																								
4260793	38416495	['Antonio Marco']	bioRxiv	article	10.1101/274811	4.5	2018-04-20T00:00:00+00:00	2018	4	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Antonio Marco																																																																																								
4260887	6293321	"['Rekha Dhayakaran', 'Suresh Neethirajan', 'Xuan Weng']"	bioRxiv	article	10.1101/045294	1.5	2016-03-23T00:00:00+00:00	2016	3	2	1	0	0.666666667	0.333333333	0	3	female	0.96	male	0.67	firstlast	"Rekha Dhayakaran, Suresh Neethirajan, Xuan Weng"																																																																																								
4261192	23576645	"['WeiYu Lu', 'Justin Hwang', 'Fangfang Zeng', 'Walter Leal']"	bioRxiv	article	10.1101/174979	1	2017-08-10T00:00:00+00:00	2017	8	2	2	0	0.5	0.5	0	4	female	0.57	male	0.99	firstlast	"WeiYu Lu, Justin Hwang, Fangfang Zeng, Walter Leal"																																																																																								
4261602	31236302	"['Lei Yang', 'Holly A Wichman']"	bioRxiv	article	10.1101/242636	1.25	2018-01-03T00:00:00+00:00	2018	1	1	1	0	0.5	0.5	0	2	male	0.64	female	0.87	firstlast	"Lei Yang, Holly Wichman"																																																																																								
4264241	32953350	"['Robersy Sanchez', 'Sally Mackenzie']"	bioRxiv	article	10.1101/261982	4	2018-02-09T00:00:00+00:00	2018	2	1	1	0	0.5	0.5	0	2	male	0.77	female	0.95	firstlast	"Robersy Sanchez, Sally Mackenzie"																																																																																								
4264377	24405714	"['Ashley M. Driver', 'Christopher Shumrick', 'Rolf Stottmann']"	bioRxiv	article	10.1101/181230	8.434	2017-08-27T00:00:00+00:00	2017	8	3	0	0	1	0	0	3	male	0.97	male	0.99	firstlast	"Ashley Driver, Christopher Shumrick, Rolf Stottmann"																																																																																								
4264850	19610163	"['Kyle R. Jenks', 'Taekeun Kim', 'Elissa D. Pastuzyn', 'Hiroyuki Okuno', 'Andrew V. Taibi', 'Haruhiko Bito', 'Mark F. Bear', 'Jason D. Shepherd']"	bioRxiv	article	10.1101/130880	42.1	2017-04-26T00:00:00+00:00	2017	4	6	2	0	0.75	0.25	0	8	male	0.98	male	0.99	firstlast	"Kyle Jenks, Taekeun Kim, Elissa Pastuzyn, Hiroyuki Okuno, Andrew Taibi, Haruhiko Bito, Mark Bear, Jason Shepherd"																																																																																								
4265331	32413816	"['Fabian A. Soto', 'Lauren E. Vucovich', 'F. Gregory Ashby']"	bioRxiv	article	10.1101/254995	14.85	2018-01-29T00:00:00+00:00	2018	1	1	1	1	0.333333333	0.333333333	0.333333333	3	male	0.99			firstlast	"Fabian Soto, Lauren Vucovich, F Gregory"																																																																																								
4265674	14172049	"['David Michael Alan Martin', 'Glenn Bryan']"	bioRxiv	article	10.1101/090415	11.6	2016-11-29T00:00:00+00:00	2016	11	2	0	0	1	0	0	2	male	0.99	male	0.98	firstlast	"David Michael, Glenn Bryan"																																																																																								
4265886	21162229	"['Wojciech Nawrocki', 'Felix Buchert', 'Pierre Joliot', 'Fabrice Rappaport', 'Benjamin Bailleul', 'Francis-Andre Wollman']"	bioRxiv	article	10.1101/151530	1.85	2017-06-18T00:00:00+00:00	2017	6	6	0	0	1	0	0	6	male	1	male	0.95	firstlast	"Wojciech Nawrocki, Felix Buchert, Pierre Joliot, Fabrice Rappaport, Benjamin Bailleul, Francis-Andre Wollman"																																																																																								
4266960	36093141	"['Joelle Zimmermann', 'John Griffiths', 'Anthony R McIntosh']"	bioRxiv	article	10.1101/296913	8.75	2018-04-09T00:00:00+00:00	2018	4	2	1	0	0.666666667	0.333333333	0	3	female	0.98	male	0.99	firstlast	"Joelle Zimmermann, John Griffiths, Anthony McIntosh"																																																																																								
4271096	34536068	"['Doug Speed', 'David Balding']"	bioRxiv	article	10.1101/284976	36.15	2018-03-19T00:00:00+00:00	2018	3	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"Doug Speed, David Balding"																																																																																								
4271747	16451804	"['Julian R Garneau', 'Florence Depardieu', 'Louis-Charles Fortier', 'David Bikard', 'Marc Monot']"	bioRxiv	article	10.1101/108100	17.35	2017-02-15T00:00:00+00:00	2017	2	4	1	0	0.8	0.2	0	5	male	0.98	male	0.99	firstlast	"Julian Garneau, Florence Depardieu, Louis-Charles Fortier, David Bikard, Marc Monot"																																																																																								
4272083	41720348	"['Amir Alavi', 'Matthew Ruffalo', 'Aiyappa Parvangada', 'Zhilin Huang', 'Ziv Bar-Joseph']"	bioRxiv	article	10.1101/323238	13.2	2018-05-16T00:00:00+00:00	2018	5	4	0	1	0.8	0	0.2	5	male	0.98	male	0.93	firstlast	"Amir Alavi, Matthew Ruffalo, Aiyappa Parvangada, Zhilin Huang, Ziv Bar-Joseph"																																																																																								
4272462	5981791	"['Daniel Fulop', 'Aashish Ranjan', 'Itai Ofner', 'Michael F. Covington', 'Daniel H. Chitwood', 'Donnelly West', 'Yasunori Ichihashi', 'Lauren Headland', 'Daniel Zamir', 'Julin N. Maloof', 'Neelima R. Sinha']"	bioRxiv	article	10.1101/040923	10.1	2016-02-23T00:00:00+00:00	2016	2	9	2	0	0.818181818	0.181818182	0	11	male	0.99	female	0.99	firstlast	"Daniel Fulop, Aashish Ranjan, Itai Ofner, Michael Covington, Daniel Chitwood, Donnelly West, Yasunori Ichihashi, Lauren Headland, Daniel Zamir, Julin Maloof, Neelima Sinha"																																																																																								
4273795	40229609	"['Yuehui Zhao', 'Lijiang Long', 'Wen Xu', 'Richard F. Campbell', 'Edward L Large', 'Joshua S. Greene', 'Patrick T McGrath']"	bioRxiv	article	10.1101/309997	23.2	2018-04-30T00:00:00+00:00	2018	4	7	0	0	1	0	0	7	male	0.66	male	1	lastfirst	"Yuehui Zhao, Lijiang Long, Wen Xu, Richard Campbell, Edward Large, Joshua Greene, Patrick McGrath"																																																																																								
4274633	30805379	"['Fanny Sandrine Martineau', 'Surajit Sahu', 'Vanessa Plantier', 'Emmanuelle Buhler', 'Fabienne Schaller', 'Lauriane Fournier', 'Genevieve Chazal', 'Hiroshi Kawasaki', 'Alfonso Represa', 'Francoise Watrin', 'Jean-Bernard Manent']"	bioRxiv	article	10.1101/229948	8.434	2017-12-22T00:00:00+00:00	2017	12	4	7	0	0.363636364	0.636363636	0	11	female	0.97	male	0.98	firstlast	"Fanny Sandrine, Surajit Sahu, Vanessa Plantier, Emmanuelle Buhler, Fabienne Schaller, Lauriane Fournier, Genevieve Chazal, Hiroshi Kawasaki, Alfonso Represa, Francoise Watrin, Jean-Bernard Manent"																																																																																								
4275065	23519364	"['Anna Hadjihambi', 'Ian Harrison', 'Natalia Arias', 'Rocio Gallego-Duran', 'Patrick S. Hosford', 'Nathan Davies', 'Abeba Habtesion', 'Mark F. Lythgoe', 'Alexander V. Gourine', 'Rajiv Jalan']"	bioRxiv	article	10.1101/173526	0.5	2017-08-08T00:00:00+00:00	2017	8	6	4	0	0.6	0.4	0	10	female	0.98	male	0.99	firstlast	"Anna Hadjihambi, Ian Harrison, Natalia Arias, Rocio Gallego-Duran, Patrick Hosford, Nathan Davies, Abeba Habtesion, Mark Lythgoe, Alexander Gourine, Rajiv Jalan"																																																																																								
4276245	32475696	"['Allen H. Hurlbert', 'Tracie E. Hayes', 'Tara N. McKinnon', 'Christine L. Goforth']"	bioRxiv	article	10.1101/257675	7.65	2018-01-31T00:00:00+00:00	2018	1	1	3	0	0.25	0.75	0	4	male	0.93	female	0.99	firstlast	"Allen Hurlbert, Tracie Hayes, Tara McKinnon, Christine Goforth"																																																																																								
4276561	5094654	"['Siqi Tian', 'Rhiju Das']"	bioRxiv	article	10.1101/038679	1.25	2016-02-04T00:00:00+00:00	2016	2	2	0	0	1	0	0	2	male	0.71	male	0.79	lastfirst	"Siqi Tian, Rhiju Das"																																																																																								
4279900	43059660	"['Ziwen He', 'Xinnian Li', 'Ming Yang', 'Xinfeng Wang', 'Cairong Zhong', 'Norman C. Duke', 'Suhua Shi', 'Chung-I Wu']"	bioRxiv	article	10.1101/335166	4.25	2018-05-31T00:00:00+00:00	2018	5	6	2	0	0.75	0.25	0	8	male	0.68	male	0.71	lastfirst	"Ziwen He, Xinnian Li, Ming Yang, Xinfeng Wang, Cairong Zhong, Norman Duke, Suhua Shi, Chung-I Wu"																																																																																								
4280442	4697416	"['Cinnamon S Bloss', 'Nathan E Wineinger', 'Melissa Peters', 'Debra L Boeldt', 'Lauren Ariniello', 'Ju Young Kim', 'Judy Sheard', 'Ravi Komatireddy', 'Paddy Barrett', 'Eric J Topol']"	bioRxiv	article	10.1101/029983	40.45	2015-10-28T00:00:00+00:00	2015	10	5	5	0	0.5	0.5	0	10	female	0.75	male	0.99	firstlast	"Cinnamon Bloss, Nathan Wineinger, Melissa Peters, Debra Boeldt, Lauren Ariniello, Ju Young, Judy Sheard, Ravi Komatireddy, Paddy Barrett, Eric Topol"																																																																																								
4282083	22244075	"['Gyorgy Sipos', 'Arun N Prasanna', 'Mathias C Walther', """"Eoin O'Connor"""", 'Balazs Balint', 'Krisztina Krizsan', 'Brigitta Kiss', 'Jaqueline Hess', 'Jason Slot', 'Robert Riley', 'Bettina Boka', 'Daniel Rigling', 'Kerrie Barry', 'Juna Lee', 'Sirma Mihaltseva', 'Kurt Labutti', 'Anna Lipzen', 'Rose Waldron', 'Nicola Moloney', 'Christoph Sperisen', 'Laszlo Kredics', 'Csaba Vagvolgyi', 'Andrea Patrigniani', 'David Fitzpatrick', 'Istvan Nagy', 'Sean Doyle', 'James B Anderson', 'Igor V Grigoriev', 'Ulrich Guldener', 'Martin Munsterkotter', 'Torda Varga', 'Laszlo G Nagy']"	bioRxiv	article	10.1101/166231	16.514	2017-07-20T00:00:00+00:00	2017	7	22	9	0	0.709677419	0.290322581	0	31	male	0.79	male	0.96	firstlast	"Gyorgy Sipos, Arun Prasanna, Mathias Walther, Eoin O'Connor, Krisztina Krizsan, Brigitta Kiss, Jaqueline Hess, Jason Slot, Robert Riley, Bettina Boka, Daniel Rigling, Kerrie Barry, Juna Lee, Sirma Mihaltseva, Kurt Labutti, Anna Lipzen, Rose Waldron, Nicola Moloney, Christoph Sperisen, Laszlo Kredics, Csaba Vagvolgyi, Andrea Patrigniani, David Fitzpatrick, Istvan Nagy, Sean Doyle, James Anderson, Igor Grigoriev, Ulrich Guldener, Martin Munsterkotter, Torda Varga, Laszlo Nagy"																																																																																								
4282089	34337336	"['Shigeo S. Sugano', 'Ryuichi Nishihama', 'Makoto Shirakawa', 'Junpei Takagi', 'Yoriko Matsuda', 'Sakiko Ishida', 'Tomoo Shimada', 'Ikuko Hara-Nishimura', 'Keishi Osakabe', 'Takayuki Kohchi']"	bioRxiv	article	10.1101/277350	7.7	2018-03-14T00:00:00+00:00	2018	3	7	3	0	0.7	0.3	0	10	male	1	male	1	firstlast	"Shigeo Sugano, Ryuichi Nishihama, Makoto Shirakawa, Junpei Takagi, Yoriko Matsuda, Sakiko Ishida, Tomoo Shimada, Ikuko Hara-Nishimura, Keishi Osakabe, Takayuki Kohchi"																																																																																								
4282397	22206627	"['Stephen S.C. Chim', 'Karen K.W. Wong', 'Claire Y.L. Chung', 'Stephanie K.W. Lam', 'Jamie S.L. Kwok', 'Chit-Ying Lai', 'Yvonne K.Y. Cheng', 'Annie S.Y. Hui', 'Meng Meng', 'Oi-Ka Chan', 'Stephen K.W. Tsui', 'Keun-Young Lee', 'Ting-Fung Chan', 'Tak-Yeung Leung']"	bioRxiv	article	10.1101/165654	4.25	2017-07-19T00:00:00+00:00	2017	7	8	6	0	0.571428571	0.428571429	0	14	male	0.99	male	0.81	firstlast	"Stephen Chim, Karen Wong, Claire Chung, Stephanie Lam, Jamie Kwok, Chit-Ying Lai, Yvonne Cheng, Annie Hui, Meng Meng, Oi-Ka Chan, Stephen Tsui, Keun-Young Lee, Ting-Fung Chan, Tak-Yeung Leung"																																																																																								
4283709	21355657	"['Benedict Jones', 'Amanda Hahn', 'Claire Fisher', 'Hongyi Wang', 'Michal Kandrik', 'Lisa DeBruine']"	bioRxiv	article	10.1101/155788	80.58	2017-06-26T00:00:00+00:00	2017	6	3	3	0	0.5	0.5	0	6	male	0.97	female	0.98	firstlast	"Benedict Jones, Amanda Hahn, Claire Fisher, Hongyi Wang, Michal Kandrik, Lisa DeBruine"																																																																																								
4284759	33533691	"['Azmah Abdul Latif', 'Sheh May Tam', 'Wickneswari Ratnam']"	bioRxiv	article	10.1101/269654	1.5	2018-02-22T00:00:00+00:00	2018	2	1	1	1	0.333333333	0.333333333	0.333333333	3	male	0.98			lastfirst	"Azmah Abdul, Sheh May, Wickneswari Ratnam"																																																																																								
4285514	24579800	"['Adam B. Roddy', 'Kevin A. Simonin', 'Kate A. McCulloh', 'Craig R. Brodersen', 'Todd E. Dawson']"	bioRxiv	article	10.1101/182915	2.5	2017-08-31T00:00:00+00:00	2017	8	4	1	0	0.8	0.2	0	5	male	0.98	male	0.99	firstlast	"Adam Roddy, Kevin Simonin, Kate McCulloh, Craig Brodersen, Todd Dawson"																																																																																								
4285951	13553861	['Kunjumon I Vadakkan']	bioRxiv	article	10.1101/087353	4.75	2016-11-12T00:00:00+00:00	2016	11	0	0	1	0	0	1	1					unknown	Kunjumon Vadakkan																																																																																								
4286114	38590967	"['Tejapratap Bollu', 'Sam C Whitehead', 'Nikil Prasad', 'Jackson R Walker', 'Nitin Shyamkumar', 'Raghav Subramaniam', 'Brian M Kardon', 'Itai Cohen', 'Jesse Heymann Goldberg']"	bioRxiv	article	10.1101/304907	29.9	2018-04-21T00:00:00+00:00	2018	4	8	0	1	0.888888889	0	0.111111111	9			male	0.91	firstlast	"Tejapratap Bollu, Sam Whitehead, Nikil Prasad, Jackson Walker, Nitin Shyamkumar, Raghav Subramaniam, Brian Kardon, Itai Cohen, Jesse Heymann"																																																																																								
4287215	10383875	"['Peijie Lin', 'Michael Troup', 'Joshua W. K. Ho']"	bioRxiv	article	10.1101/068775	24.58	2016-08-10T00:00:00+00:00	2016	8	2	1	0	0.666666667	0.333333333	0	3	female	0.63	male	0.99	firstlast	"Peijie Lin, Michael Troup, Joshua Ho"																																																																																								
4287287	42179933	"['Heidi Dvinge', 'Jamie Guenthoer', 'Peggy L Porter', 'Robert K Bradley']"	bioRxiv	article	10.1101/326983	11.3	2018-05-21T00:00:00+00:00	2018	5	2	2	0	0.5	0.5	0	4	female	0.97	male	0.99	firstlast	"Heidi Dvinge, Jamie Guenthoer, Peggy Porter, Robert Bradley"																																																																																								
4288720	20028238	"['Mohammad M. Sultan', 'Rajiah Aldrin Denny', 'Ray Unwalla', 'Frank Lovering', 'Vijay S. Pande']"	bioRxiv	article	10.1101/135913	14.45	2017-05-09T00:00:00+00:00	2017	5	5	0	0	1	0	0	5	male	0.98	male	0.99	firstlast	"Mohammad Sultan, Rajiah Aldrin, Ray Unwalla, Frank Lovering, Vijay Pande"																																																																																								
4289112	29402500	"['Subhash C Lakhotia', 'Mukulika Ray']"	bioRxiv	article	10.1101/224543	9.434	2017-11-24T00:00:00+00:00	2017	11	2	0	0	1	0	0	2	male	0.99	male	0.94	firstlast	"Subhash Lakhotia, Mukulika Ray"																																																																																								
4289907	29024129	"['Emily M Mugler', 'Matthew C Tate', 'Karen Livescu', 'Jessica W Templer', 'Matthew A Goldrick', 'Marc W Slutzky']"	bioRxiv	article	10.1101/220723	14.65	2017-11-16T00:00:00+00:00	2017	11	3	3	0	0.5	0.5	0	6	female	0.98	male	0.99	firstlast	"Emily Mugler, Matthew Tate, Karen Livescu, Jessica Templer, Matthew Goldrick, Marc Slutzky"																																																																																								
4290035	4920989	['Yuan-De Tan']	bioRxiv	article	10.1101/035121	2.75	2015-12-24T00:00:00+00:00	2015	12	1	0	0	1	0	0	1	male	0.67	male	0.67	lastfirst	Yuan-De Tan																																																																																								
4290598	24083791	"['Eran Dayan', 'Virginia Lopez-Alonso', 'Sook-Lei Liew', 'Leonardo Cohen']"	bioRxiv	article	10.1101/178301	5.2	2017-08-19T00:00:00+00:00	2017	8	3	1	0	0.75	0.25	0	4	male	0.97	male	0.99	firstlast	"Eran Dayan, Virginia Lopez-Alonso, Sook-Lei Liew, Leonardo Cohen"																																																																																								
4291391	27220473	"['Giulio Ruffini', 'David Ibanez', 'Eleni Kroupi', 'Jean-Francois Gagnon', 'Jacques Montplaisir', 'Ronald B. Postuma', 'Aureli Soria-Frisch']"	bioRxiv	article	10.1101/200543	5.35	2017-10-09T00:00:00+00:00	2017	10	5	2	0	0.714285714	0.285714286	0	7	male	0.99	female	0.71	firstlast	"Giulio Ruffini, David Ibanez, Eleni Kroupi, Jean-Francois Gagnon, Jacques Montplaisir, Ronald Postuma, Aureli Soria-Frisch"																																																																																								
4291421	36572791	"['Tim Regan', 'Mark W Barnett', 'Dominik R Laetsch', 'Stephen J Bush', 'David Wragg', 'Giles E Budge', 'Fiona Highet', 'Benjamin Dainat', 'Joachim R de Miranda', 'The Bee Microbiome Consortium', 'Mark Blaxter', 'Tom C Freeman']"	bioRxiv	article	10.1101/293647	17.8	2018-04-11T00:00:00+00:00	2018	4	11	1	0	0.916666667	0.083333333	0	12	male	0.99	male	0.99	firstlast	"Tim Regan, Mark Barnett, Dominik Laetsch, Stephen Bush, David Wragg, Giles Budge, Fiona Highet, Benjamin Dainat, Joachim deMiranda, The Bee, Mark Blaxter, Tom Freeman"																																																																																								
4292782	34586882	"['Gwendolyn Gabrielle Calhoon', 'Amy K Sutton', 'Chia-Jung Chang', 'Avraham M Libster', 'Gordon F Glober', 'Clementine L Leveque', 'G David Murphy', 'Praneeth Namburi', 'Christopher A Leppla', 'Cody A Siciliano', 'Craig P Wildes', 'Eyal Y Kimchi', 'Anna Beyeler', 'Kay M Tye']"	bioRxiv	article	10.1101/285189	54.5	2018-03-19T00:00:00+00:00	2018	3	9	4	0	0.692307692	0.307692308	0	13	female	0.97	male	0.6	firstlast	"Amy Sutton, Chia-Jung Chang, Avraham Libster, Gordon Glober, Clementine Leveque, Gwendolyn Gabrielle, Praneeth Namburi, Christopher Leppla, Cody Siciliano, Craig Wildes, Eyal Kimchi, Anna Beyeler, Kay Tye"																																																																																								
4292792	21853889	"['Olivia Choudhury', 'Ankush Chakrabarty', 'Scott Emrich']"	bioRxiv	article	10.1101/162917	20.68	2017-07-13T00:00:00+00:00	2017	7	2	1	0	0.666666667	0.333333333	0	3	female	0.97	male	0.99	firstlast	"Olivia Choudhury, Ankush Chakrabarty, Scott Emrich"																																																																																								
4295415	33600298	"['Alessandro Rigano', 'Vanni Galli', 'Jasmine M. Clark', 'Lara E. Pereira', 'Loris Grossi', 'Jeremy Luban', 'Raffaello Giulietti', 'Tiziano Leidi', 'Eric Hunter', 'Mario Valle', 'Ivo F. Sbalzarini', 'Caterina Strambio-De-Castillia']"	bioRxiv	article	10.1101/251850	17.08	2018-02-23T00:00:00+00:00	2018	2	9	3	0	0.75	0.25	0	12	male	0.99	female	0.99	firstlast	"Alessandro Rigano, Vanni Galli, Jasmine Clark, Lara Pereira, Loris Grossi, Jeremy Luban, Raffaello Giulietti, Tiziano Leidi, Eric Hunter, Mario Valle, Ivo Sbalzarini, Caterina Strambio-De-Castillia"																																																																																								
4296182	6137308	"['Arvin Nickzad', 'Eric Deziel']"	bioRxiv	article	10.1101/042739	1.6	2016-03-07T00:00:00+00:00	2016	3	2	0	0	1	0	0	2	male	0.98	male	0.99	firstlast	"Arvin Nickzad, Eric Deziel"																																																																																								
4297462	24616329	"['Justas Birgiolas', 'Christopher M. Jernigan', 'Richard C. Gerkin', 'Brian H. Smith', 'Sharon Crook']"	bioRxiv	article	10.1101/183459	5.85	2017-09-01T00:00:00+00:00	2017	9	4	1	0	0.8	0.2	0	5	male	0.99	female	0.98	firstlast	"Justas Birgiolas, Christopher Jernigan, Richard Gerkin, Brian Smith, Sharon Crook"																																																																																								
4297515	4462246	['Pedro Jordano']	bioRxiv	article	10.1101/025734	7.5	2015-09-01T00:00:00+00:00	2015	9	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Pedro Jordano																																																																																								
4297543	31667630	"['Sebastien M Weyn-Vanhentenryck', 'Huijuan Feng', 'Dmytro Ustianenko', 'Rachel Duffie', 'Qinghong Yan', 'Martin Jacko', 'Jose C Martinez', 'Marianne Goodwin', 'Xuegong Zhang', 'Ulrich Hengst', 'Stavros Lomvardas', 'Maurice S Swanson', 'Chaolin Zhang']"	bioRxiv	article	10.1101/247601	47.234	2018-01-14T00:00:00+00:00	2018	1	10	2	1	0.769230769	0.153846154	0.076923077	13	male	0.99	male	0.75	firstlast	"Sebastien Weyn-Vanhentenryck, Huijuan Feng, Dmytro Ustianenko, Rachel Duffie, Qinghong Yan, Martin Jacko, Jose Martinez, Marianne Goodwin, Xuegong Zhang, Ulrich Hengst, Stavros Lomvardas, Maurice Swanson, Chaolin Zhang"																																																																																								
