['altmetric_id', 'authors', 'journal', 'altmetric_score']
10828	4285532	['Richardson, Douglas S', 'Lichtman, Jeff W', 'Douglas\xa0S. Richardson', 'Jeff\xa0W. Lichtman', 'Douglas S. Richardson', 'Jeff W. Lichtman']	Cell	article	101.276	2015-07-18T22:00:23+00:00	None	None	None	None	None
11238	414277	['Mégraud F']	Cell	article	23.104	2005-12-16T00:00:00+00:00	None	None	None	None	None
11276	556697	['Jonathan R. Terman', 'Tianyi Mao', 'R.Jeroen Pasterkamp', 'Hung-Hsiang Yu', 'Alex L. Kolodkin', 'Terman, Jonathan R', 'Mao, Tianyi', 'Pasterkamp, R Jeroen', 'Yu, Hung-Hsiang', 'Kolodkin, Alex L']	Cell	article	7.5	2002-01-01T00:00:00+00:00	None	None	None	None	None
12304	4346716	['Teng, Grace', 'Maman, Yaakov', 'Resch, Wolfgang', 'Kim, Min', 'Yamane, Arito', 'Qian, Jason', 'Kieffer-Kwon, Kyong-Rim', 'Mandal, Malay', 'Ji, Yanhong', 'Meffre, Eric', 'Clark, Marcus R', 'Cowell, Lindsay G', 'Casellas, Rafael', 'Schatz, David G', 'Grace Teng', 'Yaakov Maman', 'Wolfgang Resch', 'Min Kim', 'Arito Yamane', 'Jason Qian', 'Kyong-Rim Kieffer-Kwon', 'Malay Mandal', 'Yanhong Ji', 'Eric Meffre', 'Marcus\xa0R. Clark', 'Lindsay\xa0G. Cowell', 'Rafael Casellas', 'David\xa0G. Schatz']	Cell	article	6.75	2015-08-04T14:31:47+00:00	None	None	None	None	None
13192	7791692	['Scott E. Stachel', 'Patricia C. Zambryski']	Cell	article	0	1986-08-01T00:00:00+00:00	None	None	None	None	None
16706	41880245	['Tim Manser', 'R.F. Gesteland']	Cell	article	3	1982-05-01T00:00:00+00:00	None	None	None	None	None
21055	6096947	['Ramirez-Carrozzi VR', 'Braas D', 'Bhatt DM', 'Cheng CS', 'Hong C', 'Doty KR', 'Black JC', 'Hoffmann A', 'Carey M', 'Smale ST']	Cell	article	0	2009-07-09T23:00:00+00:00	None	None	None	None	None
21343	6159942	['Neil Savage']	Cell	article	5.95	2016-03-10T00:00:00+00:00	None	None	None	None	None
22293	1240777	['Karla Kirkegaard', 'Gomez JA', 'Wapinski OL', 'Yang YW', 'Bureau JF', 'Gopinath S', 'Monack DM', 'Chang HY', 'Brahic M', 'Kirkegaard K', 'J.\xa0Antonio Gomez', 'Orly\xa0L. Wapinski', 'Yul\xa0W. Yang', 'Jean-François Bureau', 'Smita Gopinath', 'Denise\xa0M. Monack', 'Howard\xa0Y. Chang', 'Michel Brahic']	Cell	article	9.1	2013-01-01T00:00:00+00:00	None	None	None	None	None
23313	3536173	['K. Tertia Belt', 'Michael C. Carroll', 'Rodney R. Porter']	Cell	article	6	1984-04-01T00:00:00+00:00	None	None	None	None	None
25565	41603981	['James C. Stone', 'Tom Atkinson', 'Michael Smith', 'Tony Pawson']	Cell	article	3	1984-06-01T00:00:00+00:00	None	None	None	None	None
28790	3269614	None	Cell	article	0	None	None	None	None	None	None
29683	522184	['Barr AJ', 'Ugochukwu E', 'Lee WH', 'King ON', 'Filippakopoulos P', 'Alfano I', 'Savitsky P', 'Burgess-Brown NA', 'Müller S', 'Knapp S', 'Alastair J. Barr', 'Emilie Ugochukwu', 'Wen Hwa Lee', 'Oliver N.F. King', 'Panagis Filippakopoulos', 'Ivan Alfano', 'Pavel Savitsky', 'Nicola A. Burgess-Brown', 'Susanne Müller', 'Stefan Knapp']	Cell	article	12.184	2009-01-28T00:00:00+00:00	None	None	None	None	None
31912	41232944	['L HAYNES', 'L ROTHMANDENES']	Cell	article	6	1985-06-01T00:00:00+00:00	None	None	None	None	None
32413	109454	['Cajetan Neubauer', 'Yong-Gui Gao', 'Kasper R Andersen', 'Christine M Dunham', 'Ann C Kelley', 'Jendrik Hentschel', 'Kenn Gerdes', 'V Ramakrishnan', 'Ditlev E Brodersen']	Cell	article	6.16	2009-12-11T00:00:00+00:00	None	None	None	None	None
37011	798962	['David\xa0V. Schaffer']	Cell	article	0.25	2011-01-01T00:00:00+00:00	None	None	None	None	None
37030	133237	['Steven J Bensinger', 'Michelle N Bradley', 'Sean B Joseph', 'Noam Zelcer', 'Edith M Janssen', 'Mary Ann Hausner', 'Roger Shih', 'John S Parks', 'Peter A Edwards', 'Beth D Jamieson', 'Peter Tontonoz', 'Steven J. Bensinger', 'Michelle N. Bradley', 'Sean B. Joseph', 'Edith M. Janssen', 'John S. Parks', 'Peter A. Edwards', 'Beth D. Jamieson']	Cell	article	10	2008-07-11T00:00:00+00:00	None	None	None	None	None
37892	3614447	['Rita Guerreiro', 'José Brás', 'John Hardy']	Cell	article	3.5	2015-02-12T00:00:00+00:00	None	None	None	None	None
40942	41617575	['Joseph G. Naglich', 'James E. Metherall', 'David W. Russell', 'Leon Eidels']	Cell	article	6	1992-06-01T00:00:00+00:00	None	None	None	None	None
44108	1537043	['Feng Wang', 'Damian\xa0C. Ekiert', 'Insha Ahmad', 'Wenli Yu', 'Yong Zhang', 'Omar Bazirgan', 'Ali Torkamani', 'Terje Raudsepp', 'Waithaka Mwangi', 'Michael\xa0F. Criscitiello', 'Ian\xa0A. Wilson', 'Peter\xa0G. Schultz', 'Vaughn\xa0V. Smider', 'Damian C. Ekiert', 'Michael F. Criscitiello', 'Ian A. Wilson', 'Peter G. Schultz', 'Vaughn V. Smider']	Cell	article	138.058	2013-01-01T00:00:00+00:00	None	None	None	None	None
44244	15259095	['H VANLUENEN', 'S COLLOMS', 'R PLASTERK']	Cell	article	9	1994-10-21T00:00:00+00:00	None	None	None	None	None
45640	41415913	['Alan M. Weiner']	Cell	article	3	1988-01-01T00:00:00+00:00	None	None	None	None	None
47409	20912669	['Qian, Hongwu', 'Zhao, Xin', 'Cao, Pingping', 'Lei, Jianlin', 'Yan, Nieng', 'Gong, Xin', 'Hongwu Qian', 'Xin Zhao', 'Pingping Cao', 'Jianlin Lei', 'Nieng Yan', 'Xin Gong']	Cell	article	21.1	2017-06-01T00:00:00+00:00	None	None	None	None	None
48430	3221616	['Ridanpää, M', 'van Eenennaam, H', 'Pelin, K', 'Chadwick, R', 'Johnson, C', 'Yuan, B', 'vanVenrooij, W', 'Pruijn, G', 'Salmela, R', 'Rockas, S', 'Mäkitie, O', 'Kaitila, I', 'de la Chapelle, A']	Cell	article	3	2001-01-26T00:00:00+00:00	None	None	None	None	None
48597	15129142	['Yongdae Shin', 'Joel Berry', 'Nicole Pannucci', 'Mikko P. Haataja', 'Jared E. Toettcher', 'Clifford P. Brangwynne', 'Shin, Yongdae', 'Berry, Joel', 'Pannucci, Nicole', 'Haataja, Mikko P', 'Toettcher, Jared E', 'Brangwynne, Clifford P']	Cell	article	129.396	2016-12-29T00:00:00+00:00	None	None	None	None	None
48974	3447885	['Forman, B M', 'Umesono, K', 'Chen, J', 'Evans, R M', 'Barry Marc Forman', 'Kazuhiko Umesono', 'Jasmine Chen', 'Ronald M. Evans']	Cell	article	6	2015-05-22T22:33:15+00:00	None	None	None	None	None
53973	41941192	['Leonore Reiser', 'Zora Modrusan', 'Linda Margossian', 'Alon Samach', 'Nir Ohad', 'George W. Haughn', 'Robert L. Fischer']	Cell	article	3	1995-12-01T00:00:00+00:00	None	None	None	None	None
55507	8168273	['Haque A', 'Engwerda CR']	Cell	article	0	2011-04-28T23:00:00+00:00	None	None	None	None	None
56529	41389112	['Stuart Adler', 'Marian L. Waterman', 'Xi He', 'Michael G. Rosenfeld']	Cell	article	3	1988-03-01T00:00:00+00:00	None	None	None	None	None
57267	2096648	['Isin Cakir', 'Umut Ozcan']	Cell	article	1.5	None	None	None	None	None	None
59498	882378	['Mitchell, P', 'Petfalski, E', 'Shevchenko, A', 'Mann, M', 'Tollervey, D', 'Philip Mitchell', 'Elisabeth Petfalski', 'Andrej Shevchenko', 'Matthias Mann', 'David Tollervey']	Cell	article	3.5	1997-11-14T00:00:00+00:00	None	None	None	None	None
60623	4155214	['Jefferis GS', 'Potter CJ', 'Chan AM', 'Marin EC', 'Rohlfing T', 'Maurer CR Jr', 'Luo L']	Cell	article	3	2007-03-23T00:00:00+00:00	None	None	None	None	None
61115	41518787	['Thomas F Franke', 'Sung-Il Yang', 'Tung O Chan', 'Ketaki Datta', 'Andrius Kazlauskas', 'Deborah K Morrison', 'David R Kaplan', 'Philip N Tsichlis']	Cell	article	6	1995-06-01T00:00:00+00:00	None	None	None	None	None
64399	42862334	['Viola Ellison', 'Bruce Stillman']	Cell	article	3	2001-09-01T00:00:00+00:00	None	None	None	None	None
67263	8796290	['Jun Wu', 'Juan\xa0Carlos Izpisua\xa0Belmonte', 'Wu, Jun', 'Izpisua Belmonte, Juan Carlos']	Cell	article	31.55	2016-06-16T00:00:00+00:00	None	None	None	None	None
67963	131272	['Michiel Vermeulen', 'H Christian Eberl', 'Filomena Matarese', 'Hendrik Marks', 'Sergei Denissov', 'Falk Butter', 'Kenneth K Lee', 'Jesper V Olsen', 'Anthony A Hyman', 'Henk G Stunnenberg', 'Matthias Mann', 'H. Christian Eberl', 'Kenneth K. Lee', 'Jesper V. Olsen', 'Anthony A. Hyman', 'Henk G. Stunnenberg']	Cell	article	2	2010-09-17T00:00:00+00:00	None	None	None	None	None
69767	4662135	['Shadel, Gerald S', 'Horvath, Tamas L', 'Gerald\xa0S. Shadel', 'Tamas\xa0L. Horvath']	Cell	article	36.1	2015-10-27T22:02:28+00:00	None	None	None	None	None
71191	42293670	['Steven McKnight', 'Robert Tjian']	Cell	article	6	1986-09-01T00:00:00+00:00	None	None	None	None	None
71532	2644461	['Maria Doitsidou', 'Michal Reichman-Fried', 'Juürg Stebler', 'Marion Köprunner', 'Julia Dörries', 'Dirk Meyer', 'Camila V. Esguerra', 'TinChung Leung', 'Erez Raz', 'Doitsidou, Maria', 'Reichman-Fried, Michal', 'Stebler, Jürg', 'Köprunner, Marion', 'Dörries, Julia', 'Meyer, Dirk', 'Esguerra, Camila V', 'Leung, TinChung', 'Raz, Erez']	Cell	article	10	2002-11-27T00:00:00+00:00	None	None	None	None	None
72162	6166345	['Vainio, S', 'Karavanova, I', 'Jowett, A', 'Thesleff, I', 'Seppo Vainio', 'Irina Karavanova', 'Adrian Jowett', 'Irma Thesleff']	Cell	article	3	1993-10-08T00:00:00+00:00	None	None	None	None	None
73116	4864293	['Munro, S', 'Pelham, H R', 'Sean Munro', 'Hugh R.B. Pelham']	Cell	article	9	1987-03-13T00:00:00+00:00	None	None	None	None	None
76216	41221682	['Maria Torcia', 'Luisa Bracci-Laudiero', 'Maria Lucibello', 'Lucia Nencioni', 'Danilo Labardi', 'Anna Rubartelli', 'Federico Cozzolino', 'Luigi Aloe', 'Enrico Garaci']	Cell	article	6	1996-05-01T00:00:00+00:00	None	None	None	None	None
76969	17330251	['Marcel Tijsterman', 'Ronald H.A Plasterk']	Cell	article	6	2004-04-01T00:00:00+00:00	None	None	None	None	None
77251	3579318	['Daniel E. Gottschling', 'Virginia A. Zakian']	Cell	article	6	1986-10-01T00:00:00+00:00	None	None	None	None	None
78816	1211500	['Ueli Schibler', 'Alan Gerber', 'Cyril Esnault', 'Gregory Aubert', 'Richard Treisman', 'François Pralong']	Cell	article	6.6	2013-01-01T00:00:00+00:00	None	None	None	None	None
79765	3490177	['Catherine Birck', 'Olivier Poch', 'Christophe Romier', 'Marc Ruff', 'Gabrielle Mengus', 'Anne-Claire Lavigne', 'Irwin Davidson', 'Dino Moras']	Cell	article	3	1998-07-01T00:00:00+00:00	None	None	None	None	None
84921	20912673	['Kai Zhang', 'Helen E. Foster', 'Arnaud Rondelet', 'Samuel E. Lacey', 'Nadia Bahi-Buisson', 'Alexander W. Bird', 'Andrew P. Carter', 'Zhang, Kai', 'Foster, Helen E.', 'Rondelet, Arnaud', 'Lacey, Samuel E.', 'Bahi-Buisson, Nadia', 'Bird, Alexander W.', 'Carter, Andrew P.']	Cell	article	64.88	2017-06-08T00:00:00+00:00	None	None	None	None	None
87276	524888	['Levinson NM', 'Seeliger MA', 'Cole PA', 'Kuriyan J', 'Nicholas M. Levinson', 'Markus A. Seeliger', 'Philip A. Cole', 'John Kuriyan']	Cell	article	4	2008-11-07T00:00:00+00:00	None	None	None	None	None
88794	3512480	['D P Gearing', 'D Cosman']	Cell	article	3	1991-07-12T00:00:00+00:00	None	None	None	None	None
89812	1376568	['Kelsey C. Martin', 'Anne Ephrussi', 'Martin KC', 'Ephrussi A']	Cell	article	20.016	2030-01-01T00:00:00+00:00	None	None	None	None	None
91655	3337500	['Revy, P', 'Muto, T', 'Levy, Y', 'Geissmann, F', 'Plebani, A', 'Sanal, O', 'Catalan, N', 'Forveille, M', 'Dufourcq-Labelouse, R', 'Gennery, A', 'Tezcan, I', 'Ersoy, F', 'Kayserili, H', 'Ugazio, A G', 'Brousse, N', 'Muramatsu, M', 'Notarangelo, L D', 'Kinoshita, K', 'Honjo, T', 'Fischer, A', 'Durandy, A', 'Patrick Revy', 'Taro Muto', 'Yves Levy', 'Frédéric Geissmann', 'Alessandro Plebani', 'Ozden Sanal', 'Nadia Catalan', 'Monique Forveille', 'Rémi Dufourcq-Lagelouse', 'Andrew Gennery', 'Ilhan Tezcan', 'Fugen Ersoy', 'Hulya Kayserili', 'Alberto G Ugazio', 'Nicole Brousse', 'Masamichi Muramatsu', 'Luigi D Notarangelo', 'Kazuo Kinoshita', 'Tasuku Honjo', 'Alain Fischer', 'Anne Durandy']	Cell	article	13	2015-06-08T22:30:31+00:00	None	None	None	None	None
92282	164799	['Holt, Jeffrey R', 'Gillespie, Susan K H', 'Provance, D William', 'Shah, Kavita', 'Shokat, Kevan M', 'Corey, David P', 'Mercer, John A', 'Gillespie, Peter G']	Cell	article	1	2002-02-08T00:00:00+00:00	None	None	None	None	None
93952	956690	['Robert\xa0A. Martienssen', 'Joseph\xa0P. Calarco', 'Filipe Borges', 'Mark\xa0T.A. Donoghue', 'Frédéric Van\xa0Ex', 'Pauline\xa0E. Jullien', 'Telma Lopes', 'Rui Gardner', 'Frédéric Berger', 'José\xa0A. Feijó', 'Jörg\xa0D. Becker']	Cell	article	19.4	2012-09-20T00:00:00+00:00	None	None	None	None	None
94171	146203	['Jason S. Carroll', 'X. Shirley Liu', 'Alexander S. Brodsky', 'Wei Li', 'Clifford A. Meyer', 'Anna J. Szary', 'Jerome Eeckhoute', 'Wenlin Shao', 'Eli V. Hestermann', 'Timothy R. Geistlinger', 'Edward A. Fox', 'Pamela A. Silver', 'Myles Brown']	Cell	article	10	2005-07-15T00:00:00+00:00	None	None	None	None	None
97202	41656112	['Qing Wang', 'Terryl Stacy', 'Janelle D Miller', 'Amy F Lewis', 'Ting-Lei Gu', 'Xuemei Huang', 'John H Bushweller', 'Jean-Christophe Bories', 'Frederick W Alt', 'Gabriella Ryan', 'Pu Paul Liu', 'Anthony Wynshaw-Boris', 'Michael Binder', 'Miguel Marín-Padilla', 'Arlene H Sharpe', 'Nancy A Speck']	Cell	article	3	1996-11-01T00:00:00+00:00	None	None	None	None	None
100009	2052186	None	Cell	article	0.5	None	None	None	None	None	None
101751	3526674	['Clifford D Mol', 'Andrew S Arvai', 'Russell J Sanderson', 'Geir Slupphaug', 'Bodil Kavli', 'Hans E Krokan', 'Dale W Mosbaugh', 'John A Tainer']	Cell	article	3	1995-09-01T00:00:00+00:00	None	None	None	None	None
102897	3456937	['Ulbrandt, N D', 'Newitt, J A', 'Bernstein, H D', 'Nancy D Ulbrandt', 'John A Newitt', 'Harris D Bernstein']	Cell	article	6	1997-01-24T00:00:00+00:00	None	None	None	None	None
105638	2651082	['Hidehiko Inomata', 'Tomoko Haraguchi', 'Yoshiki Sasai', 'Inomata H', 'Haraguchi T', 'Sasai Y']	Cell	article	8.184	2008-05-09T00:00:00+00:00	None	None	None	None	None
107655	13449889	['Laszlo Nagy', 'Peter Tontonoz', 'Jacqueline G.A Alvarez', 'Hongwu Chen', 'Ronald M Evans']	Cell	article	6.5	1998-04-01T00:00:00+00:00	None	None	None	None	None
110080	13755711	['Brice\xa0E. Keyes', 'Siqi Liu', 'Amma Asare', 'Shruti Naik', 'John Levorse', 'Lisa Polak', 'Catherine\xa0P. Lu', 'Maria Nikolova', 'Hilda\xa0Amalia Pasolli', 'Elaine Fuchs', 'Keyes, Brice E', 'Liu, Siqi', 'Asare, Amma', 'Naik, Shruti', 'Levorse, John', 'Polak, Lisa', 'Lu, Catherine P', 'Nikolova, Maria', 'Pasolli, Hilda Amalia', 'Fuchs, Elaine', 'Brice E. Keyes', 'Catherine P. Lu', 'Hilda Amalia Pasolli']	Cell	article	177.508	2016-11-01T00:00:00+00:00	None	None	None	None	None
111294	2218722	['Wolff S', 'Weissman JS', 'Dillin A', 'Suzanne Wolff', 'Jonathan\xa0S. Weissman', 'Andrew Dillin']	Cell	article	30.05	2014-03-27T00:00:00+00:00	None	None	None	None	None
112415	4549639	['Stelzer, Yonatan', 'Shivalila, Chikdu Shakti', 'Soldner, Frank', 'Markoulaki, Styliani', 'Jaenisch, Rudolf', 'Yonatan Stelzer', 'Chikdu\xa0Shakti Shivalila', 'Frank Soldner', 'Styliani Markoulaki', 'Rudolf Jaenisch']	Cell	article	77.88	2015-09-26T10:07:14+00:00	None	None	None	None	None
113473	11899585	['Andrew Wang', 'Sarah\xa0C. Huen', 'Harding\xa0H. Luan', 'Shuang Yu', 'Cuiling Zhang', 'Jean-Dominique Gallezot', 'Carmen\xa0J. Booth', 'Ruslan Medzhitov', 'Wang, Andrew', 'Huen, Sarah C', 'Luan, Harding H', 'Yu, Shuang', 'Zhang, Cuiling', 'Gallezot, Jean-Dominique', 'Booth, Carmen J', 'Medzhitov, Ruslan', 'Sarah C. Huen', 'Harding H. Luan', 'Carmen J. Booth']	Cell	article	673.386	2016-09-08T00:00:00+00:00	None	None	None	None	None
115824	41711667	['P STROOBANT', 'A RICE', 'W GULLICK', 'D CHENG', 'I KERR', 'M WATERFIELD']	Cell	article	6	1985-08-01T00:00:00+00:00	None	None	None	None	None
116024	3388982	['Peet, D J', 'Turley, S D', 'Ma, W', 'Janowski, B A', 'Lobaccaro, J M', 'Hammer, R E', 'Mangelsdorf, D J', 'Daniel J Peet', 'Stephen D Turley', 'Wenzhen Ma', 'Bethany A Janowski', 'Jean-Marc A Lobaccaro', 'Robert E Hammer', 'David J Mangelsdorf']	Cell	article	10	2017-01-21T18:59:18+00:00	None	None	None	None	None
118578	41449455	['Andrey Polyakov', 'Elena Severinova', 'Seth A. Darst']	Cell	article	3	1995-11-01T00:00:00+00:00	None	None	None	None	None
119451	3637214	['E Lazarides', 'K Burridge']	Cell	article	3	1975-11-01T00:00:00+00:00	None	None	None	None	None
123370	35374472	['Donald E. Ingber', 'Judah Folkman']	Cell	article	6	1989-09-01T00:00:00+00:00	None	None	None	None	None
123777	451113	['X.Z.\xa0Shawn Xu', 'Beverly\xa0J. Piggott', 'Jie Liu', 'Zhaoyang Feng', 'Seth\xa0A. Wescott']	Cell	article	6.5	2011-01-01T00:00:00+00:00	None	None	None	None	None
123921	151419	None	Cell	article	4	2004-09-03T00:00:00+00:00	None	None	None	None	None
125937	7168818	['Su, T T', 'Follette, P J', "O'Farrell, P H"]	Cell	article	0	1995-06-16T00:00:00+00:00	None	None	None	None	None
127737	35418694	['Michel B. Toledano', 'Ines Kullik', 'Frank Trinh', 'Paul T. Baird', 'Thomas D. Schneider', 'Gisela Storz']	Cell	article	6	1994-09-01T00:00:00+00:00	None	None	None	None	None
128824	41683901	['Bernard E. Weissman', 'Stuart A. Aaronson']	Cell	article	3	1983-02-01T00:00:00+00:00	None	None	None	None	None
129772	139533	['Farid A Kadyrov', 'Leonid Dzantiev', 'Nicoleta Constantin', 'Paul Modrich', 'Kadyrov FA', 'Dzantiev L', 'Constantin N', 'Modrich P', 'Farid A. Kadyrov']	Cell	article	7	2006-07-28T00:00:00+00:00	None	None	None	None	None
130923	1081710	['René Bernards', 'Sidong Huang', 'Michael Hölzel', 'Theo Knijnenburg', 'Andreas Schlicker', 'Paul Roepman', 'Ultan McDermott', 'Mathew Garnett', 'Wipawadee Grernrum', 'Chong Sun', 'Anirudh Prahallad', 'Floris\xa0H. Groenendijk', 'Lorenza Mittempergher', 'Wouter Nijkamp', 'Jacques Neefjes', 'Ramon Salazar', 'Peter ten\xa0Dijke', 'Hidetaka Uramoto', 'Fumihiro Tanaka', 'Roderick\xa0L. Beijersbergen', 'Lodewyk\xa0F.A. Wessels']	Cell	article	45.35	2012-01-01T00:00:00+00:00	None	None	None	None	None
134254	802947	['Alex\xa0L. Kolodkin', 'Riccomagno MM', 'Hurtado A', 'Wang H', 'Macopson JG', 'Griner EM', 'Betz A', 'Brose N', 'Kazanietz MG', 'Kolodkin AL', 'Martin\xa0M. Riccomagno', 'Andrés Hurtado', 'HongBin Wang', 'Joshua\xa0G.J. Macopson', 'Erin\xa0M. Griner', 'Andrea Betz', 'Nils Brose', 'Marcelo\xa0G. Kazanietz']	Cell	article	5.5	2012-01-01T00:00:00+00:00	None	None	None	None	None
135147	3546666	['Chen G', 'Mulla WA', 'Kucharavy A', 'Tsai HJ', 'Rubinstein B', 'Conkright J', 'McCroskey S', 'Bradford WD', 'Weems L', 'Haug JS', 'Seidel CW', 'Berman J', 'Li R', 'Guangbo Chen', 'Wahid\xa0A. Mulla', 'Andrei Kucharavy', 'Hung-Ji Tsai', 'Boris Rubinstein', 'Juliana Conkright', 'Scott McCroskey', 'William\xa0D. Bradford', 'Lauren Weems', 'Jeff\xa0S. Haug', 'Chris\xa0W. Seidel', 'Judith Berman', 'Rong Li']	Cell	article	47.05	2015-12-02T00:00:00+00:00	None	None	None	None	None
137211	8670479	['Howard, K', 'Ingham, P']	Cell	article	3.1	1986-03-28T00:00:00+00:00	None	None	None	None	None
138786	35519166	['Luc Leyns', 'Tewis Bouwmeester', 'Sung-Hyun Kim', 'Stefano Piccolo', 'Eddy M De Robertis']	Cell	article	9	1997-03-01T00:00:00+00:00	None	None	None	None	None
139186	526204	['Basto R', 'Brunk K', 'Vinadogrova T', 'Peel N', 'Franz A', 'Khodjakov A', 'Raff JW', 'Renata Basto', 'Kathrin Brunk', 'Tatiana Vinadogrova', 'Nina Peel', 'Anna Franz', 'Alexey Khodjakov', 'Jordan W. Raff']	Cell	article	21.608	2008-06-17T00:00:00+00:00	None	None	None	None	None
140527	21655867	['Kai Wang', 'Maja Bucan', 'Struan F.A. Grant', 'Gerard Schellenberg', 'Hakon Hakonarson']	Cell	article	5.08	2010-08-06T00:00:00+00:00	None	None	None	None	None
142633	139531	['Yongqing Wu', 'Madhuri Borde', 'Vigo Heissmeyer', 'Markus Feuerer', 'Ariya D Lapan', 'James C Stroud', 'Darren L Bates', 'Liang Guo', 'Aidong Han', 'Steven F Ziegler', 'Diane Mathis', 'Christophe Benoist', 'Lin Chen', 'Anjana Rao', 'Ariya D. Lapan', 'James C. Stroud', 'Darren L. Bates', 'Steven F. Ziegler']	Cell	article	10	2006-07-28T00:00:00+00:00	None	None	None	None	None
143136	492653	['Huihui Chen', 'Hui Sun', 'Fuping You', 'Wenxiang Sun', 'Xiang Zhou', 'Lu Chen', 'Jing Yang', 'Yutao Wang', 'Hong Tang', 'Yukun Guan', 'Weiwei Xia', 'Jun Gu', 'Hiroki Ishikawa', 'Delia Gutman', 'Glen Barber', 'Zhihai Qin', 'Zhengfan Jiang']	Cell	article	6.5	2011-10-14T00:00:00+00:00	None	None	None	None	None
143215	15005716	['H DONISKELLER']	Cell	article	14	1987-10-01T00:00:00+00:00	None	None	None	None	None
143497	3515489	['Morten Petersen', 'Peter Brodersen', 'Henrik Naested', 'Erik Andreasson', 'Ursula Lindhart', 'Bo Johansen', 'Henrik B. Nielsen', 'Michelle Lacy', 'Mark J. Austin', 'Jane E. Parker', 'Sashi B. Sharma', 'Daniel F. Klessig', 'Rob Martienssen', 'Ole Mattsson', 'Anders B. Jensen', 'John Mundy', 'Petersen, M', 'Brodersen, P', 'Naested, H', 'Andreasson, E', 'Lindhart, U', 'Johansen, B', 'Nielsen, H B', 'Lacy, M', 'Austin, M J', 'Parker, J E', 'Sharma, S B', 'Klessig, D F', 'Martienssen, R', 'Mattsson, O', 'Jensen, A B', 'Mundy, J']	Cell	article	10	2000-12-22T00:00:00+00:00	None	None	None	None	None
147331	5457923	['Surani, M A', 'Barton, S C', 'Norris, M L', 'M.A.H. Surani', 'S.C. Barton', 'M.L. Norris']	Cell	article	9	1986-04-11T00:00:00+00:00	None	None	None	None	None
150055	41807166	['Stephen A. Osmani', 'Dorothy B. Engle', 'John H. Doonan', 'N.Ronald Morris']	Cell	article	3	1988-01-01T00:00:00+00:00	None	None	None	None	None
